,original,matches,match_count
798,"Espy, Mike",['Mike Espy'],1
799,"Estes, Ron",['Ron Estes'],1
800,"Esty, Elizabeth H.",['Elizabeth Esty'],1
801,"Etheridge, Bob",['Bob Etheridge'],1
802,"Evans, Billy Lee",[],0
803,"Evans, Cooper",[],0
804,"Evans, Daniel J.",[],0
805,"Evans, David W.",[],0
806,"Evans, Dwight",['Dwight Evans'],1
807,"Evans, Frank E.",[],0
808,"Evans, Gabe",['Gabe Evans'],1
809,"Evans, Lane",['Lane Evans'],1
810,"Evans, Melvin H.",[],0
811,"Evans, Thomas B., Jr.",[],0
812,"Everett, Terry",['Terry Everett'],1
813,"Evins, Joe L.",[],0
814,"Ewing, Thomas W.",['Thomas Ewing'],1
815,"Exon, J. James",[],0
816,"Ezell, Mike",['Mike Ezell'],1
817,"Faircloth, Lauch",[],0
818,"Faleomavaega, Eni F. H.",[],0
819,"Fallin, Mary",['Mary Fallin'],1
820,"Fallon, Pat",['Pat Fallon'],1
821,"Fannin, Paul J.",[],0
822,"Farenthold, Blake",['Blake Farenthold'],1
823,"Farr, Sam",['Sam Farr'],1
824,"Fary, John G.",[],0
825,"Fascell, Dante B.",[],0
826,"Faso, John J.",[],0
827,"Fattah, Chaka",[],0
828,"Fauntroy, Walter E.",[],0
829,"Fawell, Harris W.",['Harris Fawell'],1
830,"Fazio, Vic",[],0
831,"Fedorchak, Julie",['Julie Fedorchak'],1
832,"Feeney, Tom",['Tom Feeney'],1
833,"Feenstra, Randy",['Randy Feenstra'],1
834,"Feighan, Edward F.",[],0
835,"Feingold, Russell D.",[],0
836,"Feinstein, Dianne",['Dianne Feinstein'],1
837,"Fenwick, Millicent H.",[],0
838,"Ferguson, A. Drew",[],0
839,"Ferguson, Mike",[],0
840,"Ferraro, Geraldine A.",[],0
841,"Fetterman, John",['John Fetterman'],1
842,"Fiedler, Bobbi",[],0
843,"Fields, Cleo",['Cleo Fields'],1
844,"Fields, Cleo",['Cleo Fields'],1
845,"Fields, Jack",[],0
846,"Figures, Shomari",['Shomari Figures'],1
847,"Filner, Bob",['Bob Filner'],1
848,"Fincher, Stephen Lee",[],0
849,"Findley, Paul",[],0
850,"Fine, Randy",['Randy Fine'],1
851,"Fingerhut, Eric D.",[],0
852,"Finkenauer, Abby",['Abby Finkenauer'],1
853,"Finstad, Brad",['Brad Finstad'],1
854,"Fischbach, Michelle",['Michelle Fischbach'],1
855,"Fischer, Deb",['Deb Fischer'],1
856,"Fish, Hamilton, Jr.","['Hamilton Fish, Jr.']",1
857,"Fisher, Joesph L.",[],0
858,"Fisher, O. C.",[],0
859,"Fithian, Floyd J.",[],0
860,"Fitzgerald, Peter",['Peter Fitzgerald'],1
861,"Fitzgerald, Scott",['Scott Fitzgerald'],1
862,"Fitzpatrick, Brian K.",[],0
863,"Fitzpatrick, Michael G.",[],0
864,"Fitzpatrick, Michael G.",[],0
865,"Flake, Floyd H.",['Floyd Flake'],1
866,"Flake, Jeff",['Jeff Flake'],1
867,"Flake, Jeff",['Jeff Flake'],1
868,"Flanagan, Michael Patrick",['Michael Patrick Flanagan'],1
869,"Fleming, John",[],0
870,"Fletcher, Ernie",[],0
871,"Fletcher, Lizzie",['Lizzie Fletcher'],1
872,"Flippo, Ronnie G.",[],0
873,"Flood, Daniel J.",[],0
874,"Flood, Daniel J.",[],0
875,"Flood, Daniel J.",[],0
876,"Flood, Mike",['Mike Flood'],1
877,"Flores, Bill",['Bill Flores'],1
878,"Flores, Mayra",['Mayra Flores'],1
879,"Florio, James J.",[],0
880,"Flowers, Walter",[],0
881,"Flynt, John J., Jr.",[],0
882,"Foglietta, Thomas M.",[],0
883,"Foley, Mark",['Mark Foley'],1
884,"Foley, Thomas S.",[],0
885,"Fong, Hiram L.",[],0
886,"Fong, Vince",['Vince Fong'],1
887,"Forbes, J. Randy",[],0
888,"Forbes, Michael P.",[],0
889,"Ford, Gerald R., Jr.",[],0
890,"Ford, Harold E.",[],0
891,"Ford, Harold E., Jr.",[],0
892,"Ford, Wendell H.",['Wendell Ford'],1
893,"Ford, William D.",[],0
894,"Forsythe, Edwin B.",[],0
895,"Fortenberry, Jeff",['Jeff Fortenberry'],1
896,"Fortuno, Luis G.",[],0
897,"Fossella, Vito",[],0
898,"Foster, Bill",['Bill Foster'],1
899,"Foster, Bill",['Bill Foster'],1
900,"Fountain, L. H.",[],0
901,"Foushee, Valerie P.",[],0
902,"Fowler, Tillie",['Tillie Fowler'],1
903,"Fowler, Wyche, Jr.","['Wyche Fowler, Jr.']",1
904,"Fowler, Wyche, Jr.","['Wyche Fowler, Jr.']",1
905,"Fox, Jon D.",[],0
906,"Foxx, Virginia",['Virginia Foxx'],1
907,"Frahm, Sheila",[],0
908,"Frank, Barney",['Barney Frank'],1
909,"Frankel, Lois",['Lois Frankel'],1
910,"Franken, Al",['Al Franken'],1
911,"Franklin, Scott",['Scott Franklin'],1
912,"Franklin, William W.",[],0
913,"Franks, Bob",[],0
914,"Franks, Gary A.",[],0
915,"Franks, Trent",['Trent Franks'],1
916,"Fraser, Donald M.",[],0
917,"Frazer, Victor O.",[],0
918,"Frelinghuysen, Peter H. B.",[],0
919,"Frelinghuysen, Rodney P.",[],0
920,"Frenzel, Bill",[],0
921,"Frey, Lou, Jr.",[],0
922,"Friedman, Laura",['Laura Friedman'],1
923,"Frisa, Dan",['Dan Frisa'],1
924,"Frist, William H.",['William Frist'],1
925,"Froehlich, Harold V.",[],0
926,"Frost, Martin",[],0
927,"Frost, Maxwell",['Maxwell Frost'],1
928,"Fry, Russell",['Russell Fry'],1
929,"Fudge, Marcia L.",[],0
930,"Fulbright, James",[],0
931,"Fulbright, James",[],0
932,"Fulbright, James",[],0
933,"Fulcher, Russ",['Russ Fulcher'],1
934,"Fulton, Richard",[],0
935,"Funderburk, David",['David Funderburk'],1
936,"Fuqua, Don",[],0
937,"Furse, Elizabeth",['Elizabeth Furse'],1
938,"Fuster, Jamie B.",[],0
939,"Gabbard, Tulsi",['Tulsi Gabbard'],1
940,"Gaetz, Matt",['Matt Gaetz'],1
941,"Gallagher, Mike",['Mike Gallagher'],1
942,"Gallegly, Elton",['Elton Gallegly'],1
943,"Gallego, Pete P.",[],0
944,"Gallego, Ruben",['Ruben Gallego'],1
945,"Gallego, Ruben",['Ruben Gallego'],1
946,"Gallo, Dean A.",[],0
947,"Gammage, Robert A.",[],0
948,"Ganske, Greg",[],0
949,"Garamendi, John",['John Garamendi'],1
950,"Garbarino, Andrew R.",[],0
951,"Garcia, Joe",['Joe Garcia'],1
952,"Garcia, Mike",['Mike Garcia'],1
953,"Garcia, Robert",['Robert Garcia'],1
954,"Garcia, Robert",['Robert Garcia'],1
955,"Garcia, Sylvia R.",[],0
956,"Gardner, Cory",['Cory Gardner'],1
957,"Gardner, Cory",['Cory Gardner'],1
958,"Garrett, Scott",['Scott Garrett'],1
959,"Garrett, Thomas A., Jr.",[],0
960,"Gaydos, Joseph M.",[],0
961,"Gejdenson, Sam",['Sam Gejdenson'],1
962,"Gekas, George W.",['George Gekas'],1
963,"Gephardt, Richard A.",[],0
964,"Geren, Pete",['Pete Geren'],1
965,"Gerlach, Jim",['Jim Gerlach'],1
966,"Gettys, Tom S.",[],0
967,"Giaimo, Robert N.",[],0
968,"Gianforte, Greg",['Greg Gianforte'],1
969,"Gibbons, Jim",['Jim Gibbons'],1
970,"Gibbons, Sam",['Sam Gibbons'],1
971,"Gibbs, Bob",['Bob Gibbs'],1
972,"Gibson, Christopher P.",[],0
973,"Giffords, Gabrielle",['Gabrielle Giffords'],1
974,"Gilchrest, Wayne T.",[],0
975,"Gill, Brandon",['Brandon Gill'],1
976,"Gillen, Laura",['Laura Gillen'],1
977,"Gillibrand, Kirsten E.",[],0
978,"Gillibrand, Kirsten E.",[],0
979,"Gillmor, Paul E.",[],0
980,"Gilman, Benjamin A.",[],0
981,"Gimenez, Carlos A.",[],0
982,"Gingrey, Phil",['Phil Gingrey'],1
983,"Gingrich, Newt",['Newt Gingrich'],1
984,"Ginn, Bo",[],0
985,"Glenn, John H., Jr.",[],0
986,"Glickman, Dan",['Dan Glickman'],1
987,"Gohmert, Louie",['Louie Gohmert'],1
988,"Golden, Jared F.",[],0
989,"Goldman, Craig A.",[],0
990,"Goldman, Daniel S.",[],0
991,"Goldwater, Barry",[],0
992,"Goldwater, Barry",[],0
993,"Goldwater, Barry, Jr.",[],0
994,"Gomez, Jimmy",['Jimmy Gomez'],1
995,"Gonzales, Tony",['Tony Gonzales'],1
996,"Gonzalez, Anthony",['Anthony Gonzalez'],1
997,"Gonzalez, Charles A.",[],0
998,"Gonzalez, Henry B.",[],0
999,"Gonzalez, Vicente",['Vicente Gonzalez'],1
1000,"González-Colón, Jenniffer",[],0
1001,"Good, Bob",[],0
1002,"Goode, Virgil H., Jr.","['Virgil Goode, Jr.']",1
1003,"Gooden, Lance",['Lance Gooden'],1
1004,"Goodlander, Maggie",['Maggie Goodlander'],1
1005,"Goodlatte, Bob",['Bob Goodlatte'],1
1006,"Goodling, George A.",[],0
1007,"Goodling, George A.",[],0
1008,"Goodling, William F.",[],0
1009,"Goodwin, Carte Patrick",[],0
1010,"Gordon, Bart",['Bart Gordon'],1
1011,"Gore, Albert, Jr.","['Albert Gore, Jr.']",1
1012,"Gore, Albert, Jr.","['Albert Gore, Jr.']",1
1013,"Gorton, Slade",['Slade Gorton'],1
1014,"Gorton, Slade",['Slade Gorton'],1
1015,"Gosar, Paul A.",[],0
1016,"Goss, Porter J.",[],0
1017,"Gottheimer, Josh",['Joshua Gottheimer'],1
1018,"Gowdy, Trey",[],0
1019,"Gradison, Willis D., Jr.",[],0
1020,"Graham, Bob",[],0
1021,"Graham, Gwen",['Gwen Graham'],1
1022,"Graham, Lindsey",['Lindsey Graham'],1
1023,"Graham, Lindsey",['Lindsey Graham'],1
1024,"Gramm, Phil",[],0
1025,"Gramm, Phil",[],0
1026,"Grams, Rod",[],0
1027,"Grams, Rod",[],0
1028,"Grandy, Fred",['Fred Grandy'],1
1029,"Granger, Kay",['Kay Granger'],1
1030,"Grant, Bill",['Bill Grant'],1
1031,"Grassley, Chuck",['Chuck Grassley'],1
1032,"Grassley, Chuck",['Chuck Grassley'],1
1033,"Grasso, Ella T.",[],0
1034,"Gravel, Mike",[],0
1035,"Graves, Garret",['Garret Graves'],1
1036,"Graves, Sam",['Sam Graves'],1
1037,"Graves, Tom",[],0
1038,"Gray, Adam",['Adam Gray'],1
1039,"Gray, Kenneth J.",[],0
1040,"Gray, Kenneth J.",[],0
1041,"Gray, William H., III",[],0
1042,"Grayson, Alan",['Alan Grayson'],1
1043,"Grayson, Alan",['Alan Grayson'],1
1044,"Green, Al",['Al Green'],1
1045,"Green, Edith",[],0
1046,"Green, Gene",['Gene Green'],1
1047,"Green, Mark",['Mark Green'],1
1048,"Green, Mark E.",[],0
1049,"Green, S. William",[],0
1050,"Green, William J.",[],0
1051,"Greene, Marjorie Taylor",[],0
1052,"Greenwood, James C.",[],0
1053,"Gregg, Judd",['Judd Gregg'],1
1054,"Gregg, Judd",['Judd Gregg'],1
1055,"Griffin, Robert P.",[],0
1056,"Griffin, Robert P.",[],0
1057,"Griffin, Tim",['Tim Griffin'],1
1058,"Griffith, H. Morgan",['Morgan Griffith'],1
1059,"Griffith, Parker",[],0
1060,"Griffiths, Martha W.",[],0
1061,"Grijalva, Raúl M.",[],0
1062,"Grimm, Michael G.",[],0
1063,"Grisham, Wayne R.",[],0
1064,"Gross, H. R.",[],0
1065,"Grotberg, John E.",[],0
1066,"Grothman, Glenn",['Glenn Grothman'],1
1067,"Grover, James R., Jr.",[],0
1068,"Grucci, Felix J., Jr.",[],0
1069,"Guarini, Frank J.",[],0
1070,"Gubser, Charles S.",[],0
1071,"Gude, Gilbert",[],0
1072,"Gudger, V. Lamar",[],0
1073,"Guest, Michael",['Michael Guest'],1
1074,"Guinta, Frank C.",[],0
1075,"Guinta, Frank C.",[],0
1076,"Gunderson, Steve",[],0
1077,"Gunter, Bill",[],0
1078,"Gurney, Edward J.",[],0
1079,"Gurney, Edward J.",[],0
1080,"Guthrie, Brett",['Brett Guthrie'],1
1081,"Gutierrez, Luis V.",[],0
1082,"Gutknecht, Gil",[],0
1083,"Guyer, Tennyson",[],0
1084,"Haaland, Debra A.",[],0
1085,"Hagan, Kay R.",[],0
1086,"Hagedorn, Jim",['Jim Hagedorn'],1
1087,"Hagedorn, Thomas M.",[],0
1088,"Hagel, Chuck",[],0
1089,"Hageman, Harriet M.",[],0
1090,"Hagerty, Bill",['Bill Hagerty'],1
1091,"Hahn, Janice",['Janice Hahn'],1
1092,"Haley, James A.",[],0
1093,"Hall, John J.",[],0
1094,"Hall, Katie",['Katie Hill'],1
1095,"Hall, Kwanza",['Kwanza Hall'],1
1096,"Hall, Ralph M.",[],0
1097,"Hall, Sam B., Jr.",[],0
1098,"Hall, Tim L.",[],0
1099,"Hall, Tony P.",[],0
1100,"Halvorson, Deborah L.",[],0
1101,"Hamadeh, Abraham J.",[],0
1102,"Hamburg, Dan",[],0
1103,"Hamilton, Lee H.",['Lee Hamilton'],1
1104,"Hammerschmidt, John P.",[],0
1105,"Hanabusa, Colleen",['Colleen Hanabusa'],1
1106,"Hance, Kent R.",[],0
1107,"Hancock, Mel",[],0
1108,"Handel, Karen C.",[],0
1109,"Hanley, James M.",[],0
1110,"Hanna, Richard L.",[],0
1111,"Hanna, Richard T.",[],0
1112,"Hannaford, Mark W.",[],0
1113,"Hanrahan, Robert P.",[],0
1114,"Hansen, Clifford P.",[],0
1115,"Hansen, George V.",[],0
1116,"Hansen, George V.",[],0
1117,"Hansen, James V.",[],0
1118,"Hansen, Julia Butler",[],0
1119,"Hansen, Orval",[],0
1120,"Harder, Josh",['Josh Harder'],1
1121,"Hardy, Cresent",['Cresent Hardy'],1
1122,"Hare, Phil",['Phil Hare'],1
1123,"Haridopolos, Mike",['Mike Haridopolos'],1
1124,"Harkin, Tom",['Tom Harkin'],1
1125,"Harkin, Tom",['Tom Harkin'],1
1126,"Harman, Jane",['Jane Harman'],1
1127,"Harman, Jane",['Jane Harman'],1
1128,"Harper, Gregg",['Gregg Harper'],1
1129,"Harrigan, Pat",[],0
1130,"Harrington, Michael J.",[],0
1131,"Harris, Andy",['Andy Harris'],1
1132,"Harris, Claude",[],0
1133,"Harris, Herbert E., II",[],0
1134,"Harris, Kamala D.",[],0
1135,"Harris, Katherine",['Katherine Harris'],1
1136,"Harris, Mark",['Mark Harris'],1
1137,"Harrison, Frank",[],0
1138,"Harsha, William H.",[],0
1139,"Harshbarger, Diana",['Diana Harshbarger'],1
1140,"Hart, Gary W.",['Gary Hardy'],1
1141,"Hart, Melissa A.",[],0
1142,"Hart, Philip A.",[],0
1143,"Hartke, Vance",[],0
1144,"Hartnett, Thomas F.",[],0
1145,"Hartzler, Vicky",['Vicky Hartzler'],1
1146,"Harvey, James",[],0
1147,"Haskell, Floyd K.",[],0
1148,"Hassan, Margaret Wood",[],0
1149,"Hastert, J. Dennis",['J. Dennis Hastert'],1
1150,"Hastings, Alcee L.",[],0
1151,"Hastings, Doc",['Doc Hastings'],1
1152,"Hastings, James F.",[],0
1153,"Hatch, Orrin G.",[],0
1154,"Hatcher, Charles",[],0
1155,"Hatfield, Mark O.",[],0
1156,"Hatfield, Paul",[],0
1157,"Hathaway, William D.",[],0
1158,"Hathaway, William D.",[],0
1159,"Hawkins, Augustus F.",[],0
1160,"Hawkins, Paula",[],0
1161,"Hawley, Josh",['Josh Hawley'],1
1162,"Hayakawa, Samuel Ichiye",[],0
1163,"Hayes, Charles A.",[],0
1164,"Hayes, Jahana",['Jahana Hayes'],1
1165,"Hayes, James A.",[],0
1166,"Hayes, Philip H.",[],0
1167,"Hayes, Robin",[],0
1168,"Hays, Wayne L.",[],0
1169,"Hayworth, J. D.",[],0
1170,"Hayworth, Nan A. S.",[],0
1171,"Hebert, F. Edward",[],0
1172,"Hechler, Ken",['Ken Hechler'],1
1173,"Hecht, Chic",[],0
1174,"Heck, Denny",['Denny Heck'],1
1175,"Heck, Joseph J.",[],0
1176,"Heckler, Margaret M.",[],0
1177,"Hefley, Joel",['Joel Hefley'],1
1178,"Heflin, Howell",[],0
1179,"Heftel, Cecil",[],0
1180,"Heinrich, Martin",['Martin Heinrich'],1
1181,"Heinrich, Martin",['Martin Heinrich'],1
1182,"Heinz, John",[],0
1183,"Heinz, John",[],0
1184,"Heitkamp, Heidi",['Heidi Heitkamp'],1
1185,"Heller, Dean",['Dean Heller'],1
1186,"Heller, Dean",['Dean Heller'],1
1187,"Helms, Jesse",['Jesse Helms'],1
1188,"Helmy, George S.",[],0
1189,"Helstoski, Henry",[],0
1190,"Henderson, David N.",[],0
1191,"Hendon, Bill",[],0
1192,"Hendon, Bill",[],0
1193,"Henry, Paul B.",[],0
1194,"Hensarling, Jeb",['Jeb Hensarling'],1
1195,"Herger, Wally",[],0
1196,"Hern, Kevin",['Kevin Hern'],1
1197,"Hernández, Pablo Jose",[],0
1198,"Herrell, Yvette",['Yvette Herrell'],1
1199,"Herrera Beutler, Jaime",[],0
1200,"Herseth Sandlin, Stephanie",[],0
1201,"Hertel, Dennis M.",[],0
1202,"Hice, Jody B.",[],0
1203,"Hickenlooper, John W.",['John Hickenlooper'],1
1204,"Hicks, Floyd V.",[],0
1205,"Higgins, Brian",['Brian Higgins'],1
1206,"Higgins, Clay",['Clay Higgins'],1
1207,"Hightower, Jack E.",[],0
1208,"Hiler, John Patrick",[],0
1209,"Hill, Baron P.",[],0
1210,"Hill, Baron P.",[],0
1211,"Hill, J. French",[],0
1212,"Hill, Katie",['Katie Hill'],1
1213,"Hill, Rick",['Rick Hill'],1
1214,"Hilleary, Van",['Van Hilleary'],1
1215,"Hilliard, Earl F.",[],0
1216,"Hillis, Elwood H.",[],0
1217,"Himes, James A.",[],0
1218,"Hinchey, Maurice D.",[],0
1219,"Hinojosa, Ruben",[],0
1220,"Hinshaw, Andrew J.",[],0
1221,"Hinson, Ashley",['Ashley Hinson'],1
1222,"Hinson, Jon C.",[],0
1223,"Hirono, Mazie K.",[],0
1224,"Hirono, Mazie K.",[],0
1225,"Hoagland, Peter",['Peter Hoagland'],1
1226,"Hobson, David L.",[],0
1227,"Hochbrueckner, George J.",[],0
1228,"Hochul, Kathleen C.",[],0
1229,"Hodes, Paul W.",['Paul Hodes'],1
1230,"Hodges, Kaneaster, Jr.",[],0
1231,"Hoeffel, Joseph M.",[],0
1232,"Hoekstra, Peter",[],0
1233,"Hoeven, John",['John Hoeven'],1
1234,"Hogan, Lawrence J.",[],0
1235,"Hoke, Martin R.",[],0
1236,"Holden, Tim",['Tim Holden'],1
1237,"Holding, George",['George Holding'],1
1238,"Holifield, Chet",[],0
1239,"Holifield, Chet",[],0
1240,"Holland, Kenneth L.",[],0
1241,"Hollenbeck, Harold C.",[],0
1242,"Hollings, Ernest F.",[],0
1243,"Hollingsworth, Trey",[],0
1244,"Holloway, Clyde",['Clyde Holloway'],1
1245,"Holt, Marjorie S.",[],0
1246,"Holt, Rush",[],0
1247,"Holtzman, Elizabeth",[],0
1248,"Honda, Michael M.",[],0
1249,"Hooley, Darlene",['Darlene Hooley'],1
1250,"Hopkins, Larry J.",[],0
1251,"Horn, Joan Kelly",['Joan Kelly Horn'],1
1252,"Horn, Kendra S.",[],0
1253,"Horn, Stephen",['Stephen Horn'],1
1254,"Horsford, Steven",['Steven Horsford'],1
1255,"Horsford, Steven",['Steven Horsford'],1
1256,"Horton, Frank J.",[],0
1257,"Hosmer, Craig",[],0
1258,"Hostettler, John N.",[],0
1259,"Houchin, Erin",['Erin Houchin'],1
1260,"Houghton, Amo",[],0
1261,"Houlahan, Chrissy",['Chrissy Houlahan'],1
1262,"Howard, James J.",[],0
1263,"Howe, Allan",[],0
1264,"Hoyer, Steny H.",['Steny Hoyer'],1
1265,"Hoyle, Val T.",[],0
1266,"Hruska, Roman L.",[],0
1267,"Hubbard, Carroll, Jr.",[],0
1268,"Huber, Robert J.",[],0
1269,"Hudnut, William H., III",[],0
1270,"Hudson, Richard",[],0
1271,"Huelskamp, Tim",['Tim Huelskamp'],1
1272,"Huffington, Michael",['Michael Huffington'],1
1273,"Huffman, Jared",['Jared Huffman'],1
1274,"Hughes, Harold E.",[],0
1275,"Hughes, William J.",[],0
1276,"Huizenga, Bill",['Bill Huizenga'],1
1277,"Hulshof, Kenny C.",[],0
1278,"Hultgren, Randy",['Randy Hultgren'],1
1279,"Humphrey, Gordon J.",[],0
1280,"Humphrey, Hubert H.",[],0
1281,"Humphrey, Hubert H.",[],0
1282,"Humphrey, Muriel",[],0
1283,"Hungate, William L.",[],0
1284,"Hunt, John E.",[],0
1285,"Hunt, Wesley",['Wesley Hunt'],1
1286,"Hunter, Duncan",['Duncan Hunter'],1
1287,"Hunter, Duncan D.",[],0
1288,"Hurd, Jeff",['Jeff Hurd'],1
1289,"Hurd, Will",['Will Hurd'],1
1290,"Hurt, Robert",['Robert Hurt'],1
1291,"Husted, Jon",[],0
1292,"Hutchinson, Asa",['Asa Hutchinson'],1
1293,"Hutchinson, Edward",[],0
1294,"Hutchinson, John G.",[],0
1295,"Hutchinson, Tim",[],0
1296,"Hutchinson, Tim",[],0
1297,"Hutchison, Kay Bailey",[],0
1298,"Hutto, Earl",['Earl Hutto'],1
1299,"Hyde, Henry J.",[],0
1300,"Hyde-Smith, Cindy",['Cindy Hyde-Smith'],1
1301,"Ichord, Richard H.",[],0
1302,"Inglis, Bob",[],0
1303,"Inglis, Bob",[],0
1304,"Inhofe, James M.",[],0
1305,"Inhofe, James M.",[],0
1306,"Inouye, Daniel K.",[],0
1307,"Inouye, Daniel K.",[],0
1308,"Inslee, Jay",['Jay Inslee'],1
1309,"Inslee, Jay",['Jay Inslee'],1
1310,"Ireland, Andrew P.",[],0
1311,"Isakson, Johnny",['Johnny Isakson'],1
1312,"Isakson, Johnny",['Johnny Isakson'],1
1313,"Israel, Steve",['Steve Israel'],1
1314,"Issa, Darrell",['Darrell Issa'],1
1315,"Issa, Darrell",['Darrell Issa'],1
1316,"Istook, Ernest J., Jr.",[],0
1317,"Ivey, Glenn",['Glenn Ivey'],1
1318,"Jack, Brian",['Brian Jack'],1
1319,"Jackson Lee, Sheila",[],0
1320,"Jackson, Henry M.",[],0
1321,"Jackson, Henry M.",[],0
1322,"Jackson, Jeff",['Jeff Jackson'],1
1323,"Jackson, Jesse L., Jr.",[],0
1324,"Jackson, Jonathan L.",[],0
1325,"Jackson, Ronny",['Ronny Jackson'],1
1326,"Jacobs, Andrew, Jr.","['Andrew Jacobs, Jr.']",1
1327,"Jacobs, Andrew, Jr.","['Andrew Jacobs, Jr.']",1
1328,"Jacobs, Chris",['Chris Jacobs'],1
1329,"Jacobs, Sara",['Sara Jacobs'],1
1330,"James, Craig T.",[],0
1331,"James, John",['John James'],1
1332,"Janklow, William J.",[],0
1333,"Jarman, John",[],0
1334,"Javits, Jacob K.",[],0
1335,"Javits, Jacob K.",[],0
1336,"Jayapal, Pramila",['Pramila Jayapal'],1
1337,"Jefferson, William J.",[],0
1338,"Jeffords, James M.",[],0
1339,"Jeffords, James M.",[],0
1340,"Jeffries, Hakeem S.",[],0
1341,"Jeffries, Jim",[],0
1342,"Jenkins, Edgar L.",[],0
1343,"Jenkins, Evan H.",['Evan Jenkins'],1
1344,"Jenkins, Lynn",['Lynn Jenkins'],1
1345,"Jenkins, William L.",[],0
1346,"Jenrette, John W., Jr.",[],0
1347,"Jepsen, Roger W.",[],0
1348,"Jindal, Bobby",['Bobby Jindal'],1
1349,"Johanns, Mike",['Mike Johanns'],1
1350,"John, Christopher",['Christopher John'],1
1351,"Johnson, Albert W.",[],0
1352,"Johnson, Bill",['Bill Johnson'],1
1353,"Johnson, Don",['Don Johnson'],1
1354,"Johnson, Dusty",['Dusty Johnson'],1
1355,"Johnson, Eddie Bernice",[],0
1356,"Johnson, Harold T.",[],0
1357,"Johnson, Jay W.",['Jay Johnson'],1
1358,"Johnson, Julie",['Julie Johnson'],1
1359,"Johnson, Mike",['Mike Johnson'],1
1360,"Johnson, Nancy L.",[],0
1361,"Johnson, Ron",['Ron Johnson'],1
1362,"Johnson, Sam",['Sam Johnson'],1
1363,"Johnson, Tim",['Tim Johnson'],1
1364,"Johnson, Tim",['Tim Johnson'],1
1365,"Johnson, Timothy V.",[],0
1366,"Johnston, Harry",['Harry Johnston'],1
1367,"Johnston, J. Bennett",[],0
1368,"Jolly, David W.",['David Jolly'],1
1369,"Jones, Ben",['Ben Jones'],1
1370,"Jones, Brenda",['Brenda Jones'],1
1371,"Jones, Doug",['Doug Jones'],1
1372,"Jones, Ed",[],0
1373,"Jones, James R.",[],0
1374,"Jones, Mondaire",['Mondaire Jones'],1
1375,"Jones, Robert E., Jr.",[],0
1376,"Jones, Stephanie Tubbs",['Stephanie Tubbs Jones'],1
1377,"Jones, Walter B.",[],0
1378,"Jones, Walter B., Jr.",[],0
1379,"Jontz, Jim",[],0
1380,"Jordan, Barbara",[],0
1381,"Jordan, Jim",['Jim Jordan'],1
1382,"Joyce, David P.",[],0
1383,"Joyce, John",['John Joyce'],1
1384,"Justice, James C.",[],0
1385,"Kagen, Steve",['Steve Kagen'],1
1386,"Kahele, Kaiali'i",[],0
1387,"Kaine, Tim",['Tim Kaine'],1
1388,"Kamlager-Dove, Sydney",['Sydney Kamlager-Dove'],1
1389,"Kanjorski, Paul E.",[],0
1390,"Kaptur, Marcy",['Marcy Kaptur'],1
1391,"Karnes, David K.",[],0
1392,"Karth, Joseph E.",[],0
1393,"Kasich, John R.",[],0
1394,"Kassebaum, Nancy Landon",[],0
1395,"Kasten, Robert W., Jr.",[],0
1396,"Kasten, Robert W., Jr.",[],0
1397,"Kastenmeier, Robert W.",[],0
1398,"Katko, John",['John Katko'],1
1399,"Kaufman, Edward E.",[],0
1400,"Kazen, Abraham, Jr.",[],0
1401,"Kean, Thomas H.",['Thomas Coyne'],1
1402,"Keating, William J.",[],0
1403,"Keating, William R.",[],0
1404,"Keller, Fred",['Fred Keller'],1
1405,"Keller, Ric",[],0
1406,"Kelly, Mark",['Mark Kelly'],1
1407,"Kelly, Mike",[],0
1408,"Kelly, Richard",['Richard Kelly'],1
1409,"Kelly, Robin L.",[],0
1410,"Kelly, Sue W.",['Sue Kelly'],1
1411,"Kelly, Trent",['Trent Kelly'],1
1412,"Kemp, Jack",[],0
1413,"Kempthorne, Dirk",['Dirk Kempthorne'],1
1414,"Kennedy, Edward M.",[],0
1415,"Kennedy, John",['John Kennedy'],1
1416,"Kennedy, Joseph P., II",[],0
1417,"Kennedy, Joseph P., III",[],0
1418,"Kennedy, Mark R.",[],0
1419,"Kennedy, Mike",['Mike Kennedy'],1
1420,"Kennedy, Patrick J.",[],0
1421,"Kennedy, Timothy M.",[],0
1422,"Kennelly, Barbara B.",[],0
1423,"Kerns, Brian D.",[],0
1424,"Kerrey, J. Robert",[],0
1425,"Kerry, John F.",[],0
1426,"Ketchum, William M.",[],0
1427,"Keys, Martha E.",[],0
1428,"Khanna, Ro",['Ro Khanna'],1
1429,"Kiggans, Jennifer A.",[],0
1430,"Kihuen, Ruben J.",[],0
1431,"Kildee, Dale E.",[],0
1432,"Kildee, Daniel T.",[],0
1433,"Kiley, Kevin",['Kevin Kiley'],1
1434,"Kilmer, Derek",['Derek Kilmer'],1
1435,"Kilpatrick, Carolyn C.",[],0
1436,"Kilroy, Mary Jo",['Mary Jo Kilroy'],1
1437,"Kim, Andy",['Andy Kim'],1
1438,"Kim, Andy",['Andy Kim'],1
1439,"Kim, Jay",['Jay Kim'],1
1440,"Kim, Young",['Young Kim'],1
1441,"Kind, Ron",['Ron Kind'],1
1442,"Kindness, Thomas N.",[],0
1443,"King, Angus S., Jr.",[],0
