name,url,status,party,year,election
Wayne Miller,/candidate/16538/wayne-miller,lost,Republican,2010,congressional
Lucille Roybal-Allard,/candidate/26766/lucille-roybal-allard,won,Democratic,2010,congressional
Bruce Brown,/candidate/120094/bruce-brown,lost,Republican,2010,congressional
Maxine Waters,/candidate/26759/maxine-waters,won,Democratic,2010,congressional
Mattie Fein,/candidate/120095/mattie-fein,lost,Republican,2010,congressional
Jane Harman,/candidate/26768/jane-harman,won,Democratic,2010,congressional
Herbert Peters,/candidate/29387/herbert-peters,lost,Libertarian,2010,congressional
Nick Dibs,/candidate/110228/nick-dibs,lost,Independent,2010,congressional
Star Parker,/candidate/120099/star-parker,lost,Republican,2010,congressional
Laura Richardson,/candidate/69508/laura-richardson,won,Democratic,2010,congressional
Grace Napolitano,/candidate/8393/grace-napolitano,won,Democratic,2010,congressional
Robert Vaughn,/candidate/120100/robert-vaughn,lost,Republican,2010,congressional
Larry Andre,/candidate/120101/larry-andre,lost,Republican,2010,congressional
John Smith,/candidate/120102/john-smith,lost,American Independent,2010,congressional
Linda Sánchez,/candidate/29674/linda-sanchez,won,Democratic,2010,congressional
Christina Avalos,/candidate/16668/christina-avalos,lost,Democratic,2010,congressional
Ed Royce,/candidate/26772/ed-royce,won,Republican,2010,congressional
Jerry Lewis,/candidate/26769/jerry-lewis,won,Republican,2010,congressional
Pat Meagher,/candidate/104282/pat-meagher,lost,Democratic,2010,congressional
Mark Lambert,/candidate/120106/mark-lambert,lost,Libertarian,2010,congressional
Gary Miller,/candidate/8346/gary-miller,won,Republican,2010,congressional
Michael Williamson,/candidate/104288/michael-williamson,lost,Democratic,2010,congressional
"Joe Baca, Sr.",/candidate/8039/joe-baca-sr,won,Democratic,2010,congressional
Scott Folkens,/candidate/56907/scott-folkens,lost,Republican,2010,congressional
Ken Calvert,/candidate/26777/ken-calvert,won,Republican,2010,congressional
William Hedrick,/candidate/104290/william-hedrick,lost,Democratic,2010,congressional
Mary Bono Mack,/candidate/1434/mary-bono-mack,won,Republican,2010,congressional
Bill Lussenheide,/candidate/120109/bill-lussenheide,lost,American Independent,2010,congressional
Steve Pougnet,/candidate/71085/steve-pougnet,lost,Democratic,2010,congressional
Ken Arnold,/candidate/104426/ken-arnold,lost,Democratic,2010,congressional
Dana Rohrabacher,/candidate/26763/dana-rohrabacher,won,Republican,2010,congressional
Ceci Iglesias,/candidate/128327/ceci-iglesias,lost,Independent,2010,congressional
Loretta Sanchez,/candidate/203/loretta-sanchez,won,Democratic,2010,congressional
Van Tran,/candidate/29745/van-tran,lost,Republican,2010,congressional
Mike Binkley,/candidate/165/mike-binkley,lost,Libertarian,2010,congressional
John Campbell III,/candidate/29368/john-campbell-iii,won,Republican,2010,congressional
Beth Krom,/candidate/70186/beth-krom,lost,Democratic,2010,congressional
Dion Clark,/candidate/120113/dion-clark,lost,American Independent,2010,congressional
Darrell Issa,/candidate/16553/darrell-issa,won,Republican,2010,congressional
Howard Katz,/candidate/120112/howard-katz,lost,Democratic,2010,congressional
Mike Paster,/candidate/120114/mike-paster,lost,Libertarian,2010,congressional
Brian Bilbray,/candidate/21916/brian-bilbray,won,Republican,2010,congressional
Francine Busby,/candidate/28563/francine-busby,lost,Democratic,2010,congressional
Lars Grossmith,/candidate/29434/lars-grossmith,lost,Libertarian,2010,congressional
Miriam McCombe Clark,/candidate/220/miriam-mccombe-clark,lost,Peace and Freedom,2010,congressional
Bob Filner,/candidate/26774/bob-filner,won,Democratic,2010,congressional
Nick Popaditch,/candidate/120116/nick-popaditch,lost,Republican,2010,congressional
Mike Benoit,/candidate/29420/mike-benoit,lost,Libertarian,2010,congressional
Duncan Hunter,/candidate/104308/duncan-hunter,won,Republican,2010,congressional
Ray Lutz,/candidate/104435/ray-lutz,lost,Democratic,2010,congressional
Michael Crimmins,/candidate/104313/michael-crimmins,lost,Republican,2010,congressional
Susan Davis,/candidate/8168/susan-davis,won,Democratic,2010,congressional
Paul Dekker,/candidate/120120/paul-dekker,lost,Libertarian,2010,congressional
Michael Bennet,/candidate/110942/michael-bennet,won,Democratic,2010,congressional
Ken Buck,/candidate/125319/ken-buck,lost,Republican,2010,congressional
Bob Kinsey,/candidate/30118/bob-kinsey,lost,Green Party,2010,congressional
Charley Miller,/candidate/124667/charley-miller,lost,Unaffiliated,2010,congressional
Jorge Moromisato,/candidate/124668/jorge-moromisato,lost,Unaffiliated,2010,congressional
Jason Napolitano,/candidate/127236/jason-napolitano,lost,Independent Reform,2010,congressional
Raymond Roman,/candidate/124666/raymond-roman,unknown,Unity Party,2010,congressional
Mac Stringer,/candidate/125320/mac-stringer,lost,Libertarian,2010,congressional
Brian Tracy,/candidate/124669/brian-tracy,unknown,Unaffiliated,2010,congressional
Diana DeGette,/candidate/561/diana-degette,won,Democratic,2010,congressional
Mike Fallon,/candidate/125330/mike-fallon,lost,Republican,2010,congressional
Clint Jones,/candidate/125333/clint-jones,lost,Libertarian,2010,congressional
Chris Styskal,/candidate/125323/chris-styskal,lost,Constitution,2010,congressional
Gary Swing,/candidate/14995/gary-swing,lost,Green Party,2010,congressional
Stephen Bailey,/candidate/125334/stephen-bailey,lost,Republican,2010,congressional
Jenna Goss,/candidate/125326/jenna-goss,lost,Constitution,2010,congressional
Bill Hammons,/candidate/108538/bill-hammons,unknown,Unity Party,2010,congressional
Curtis Harris,/candidate/125327/curtis-harris,lost,Libertarian,2010,congressional
Jared Polis,/candidate/106220/jared-polis,won,Democratic,2010,congressional
Gregory Gilman,/candidate/125328/gregory-gilman,lost,Libertarian,2010,congressional
John Salazar,/candidate/29778/john-salazar,lost,Democratic,2010,congressional
Jake Segrest,/candidate/127237/jake-segrest,lost,Unaffiliated,2010,congressional
Scott Tipton,/candidate/65403/scott-tipton,won,Republican,2010,congressional
Doug Aden,/candidate/125329/doug-aden,lost,Constitution,2010,congressional
Jassen Bowman,/candidate/29949/jassen-bowman,unknown,Libertarian,2010,congressional
Roche Fahlaneigh,/candidate/125338/roche-fahlaneigh,unknown,Unaffiliated,2010,congressional
Cory Gardner,/candidate/30004/cory-gardner,won,Republican,2010,congressional
Betsy Markey,/candidate/106225/betsy-markey,lost,Democratic,2010,congressional
Mike Nelson,/candidate/125337/mike-nelson,unknown,Unity Party,2010,congressional
Ken Waszkiewicz,/candidate/125339/ken-waszkiewicz,lost,Unaffiliated,2010,congressional
Kevin Bradley,/candidate/125341/kevin-bradley,lost,Democratic,2010,congressional
Jerell Klaver,/candidate/125340/jerell-klaver,lost,Libertarian,2010,congressional
Doug Lamborn,/candidate/2698/doug-lamborn,won,Republican,2010,congressional
Brian Scott,/candidate/109811/brian-scott,lost,Constitution,2010,congressional
Michael Coffman,/candidate/1535/michael-coffman,won,Republican,2010,congressional
John Flerlage,/candidate/125344/john-flerlage,lost,Democratic,2010,congressional
Michael Kearns,/candidate/125343/michael-kearns,unknown,Unaffiliated,2010,congressional
Rob McNealy,/candidate/125342/rob-mcnealy,lost,Libertarian,2010,congressional
Buck Bailey,/candidate/125345/buck-bailey,lost,Libertarian,2010,congressional
Ryan Frazier,/candidate/71451/ryan-frazier,lost,Republican,2010,congressional
Buddy Moore,/candidate/125346/buddy-moore,unknown,Unaffiliated,2010,congressional
Ed Perlmutter,/candidate/2653/ed-perlmutter,won,Democratic,2010,congressional
Richard Blumenthal,/candidate/1568/richard-blumenthal,won,"Democratic, Working Families",2010,congressional
Linda McMahon,/candidate/126623/linda-mcmahon,lost,Republican,2010,congressional
John Mertens,/candidate/110687/john-mertens,lost,Connecticut For Lieberman,2010,congressional
Warren Mosler,/candidate/128034/warren-mosler,lost,Independent,2010,congressional
Ann Brickley,/candidate/126627/ann-brickley,lost,Republican,2010,congressional
Hutch Hutchinson,/candidate/128035/hutch-hutchinson,lost,Socialist Action,2010,congressional
Kenneth Krayeske,/candidate/128400/kenneth-krayeske,lost,Green Party,2010,congressional
John Larson,/candidate/17188/john-larson,won,"Democratic, Working Families",2010,congressional
Joe Courtney,/candidate/30333/joe-courtney,won,"Democratic, Working Families",2010,congressional
Scott Deshefy,/candidate/110706/scott-deshefy,lost,Green Party,2010,congressional
Janet Peckinpaugh,/candidate/126630/janet-peckinpaugh,lost,Republican,2010,congressional
Daniel Reale,/candidate/128036/daniel-reale,unknown,Libertarian,2010,congressional
Rosa DeLauro,/candidate/26788/rosa-delauro,won,"Democratic, Working Families",2010,congressional
"Gerald Labriola, Jr.",/candidate/126631/gerald-labriola-jr,lost,Republican,2010,congressional
Charles Pillsbury,/candidate/30207/charles-pillsbury,lost,Green Party,2010,congressional
Dan Debicella,/candidate/68394/dan-debicella,lost,Republican,2010,congressional
Jim Himes,/candidate/106744/jim-himes,won,"Democratic, Working Families",2010,congressional
Sam Caligiuri,/candidate/65159/sam-caligiuri,lost,"Independent, Republican",2010,congressional
Walter Gengarelly,/candidate/30445/walter-gengarelly,unknown,Libertarian,2010,congressional
Chris Murphy,/candidate/17189/chris-murphy,won,"Democratic, Working Families",2010,congressional
Queen Noble,/candidate/128376/queen-noble,lost,S.H.E.R.O.,2010,congressional
Eleanor Norton,/candidate/775/eleanor-norton,won,Democratic,2010,congressional
Missy Smith,/candidate/128378/missy-smith,lost,Republican,2010,congressional
Rick Tingling-Clemmons,/candidate/128379/rick-tingling-clemmons,lost,DC Statehood Green,2010,congressional
Chris Coons,/candidate/122834/chris-coons,won,Democratic,2010,congressional
Glenn Miller,/candidate/128021/glenn-miller,lost,Independent Party of Delaware,2010,congressional
Christine O'Donnell,/candidate/65777/christine-odonnell,lost,Republican,2010,congressional
Jim Rash,/candidate/126190/jim-rash,lost,Libertarian,2010,congressional
Jeffrey Brown,/candidate/110575/jeffrey-brown,lost,Blue Enigma,2010,congressional
"John Carney, Jr.",/candidate/53658/john-carney-jr,won,Democratic,2010,congressional
Earl Lofland,/candidate/128022/earl-lofland,lost,Independent Party of Delaware,2010,congressional
Glen Urquhart,/candidate/122836/glen-urquhart,lost,Republican,2010,congressional
Brent Wangen,/candidate/126186/brent-wangen,lost,Libertarian,2010,congressional
Lewis Armstrong,/candidate/117020/lewis-armstrong,lost,No Party Affiliation,2010,congressional
Sue Askeland,/candidate/124357/sue-askeland,lost,No Party Affiliation,2010,congressional
Bobbie Bean,/candidate/117029/bobbie-bean,lost,No Party Affiliation,2010,congressional
"Charlie Crist, Jr.",/candidate/24311/charlie-crist-jr,lost,"No Party Affiliation, Republican",2010,congressional
Bernie DeCastro,/candidate/107703/bernie-decastro,lost,Constitution Party of Florida,2010,congressional
George Lovenguth,/candidate/108152/george-lovenguth,unknown,Tea Party,2010,congressional
"Kendrick Meek, Sr.",/candidate/8092/kendrick-meek-sr,lost,Democratic,2010,congressional
Bruce Riggs III,/candidate/124361/bruce-riggs-iii,lost,No Party Affiliation,2010,congressional
Marco Rubio,/candidate/1601/marco-rubio,won,Republican,2010,congressional
Alex Snitker,/candidate/117239/alex-snitker,lost,Libertarian Party of Florida,2010,congressional
Rick Tyler,/candidate/124362/rick-tyler,lost,No Party Affiliation,2010,congressional
Jim Bryan,/candidate/107652/jim-bryan,lost,,2010,congressional
"Joe Cantrell, Jr.",/candidate/124325/joe-cantrell-jr,lost,No Party Affiliation,2010,congressional
John Krause,/candidate/117151/john-krause,lost,No Party Affiliation,2010,congressional
Jeff Miller,/candidate/17276/jeff-miller,won,Republican,2010,congressional
Dianne Berryhill,/candidate/124326/dianne-berryhill,lost,No Party Affiliation,2010,congressional
"Allen Boyd, Jr.",/candidate/729/allen-boyd-jr,lost,Democratic,2010,congressional
Paul McKain,/candidate/117178/paul-mckain,lost,No Party Affiliation,2010,congressional
Ray Netherwood,/candidate/117191/ray-netherwood,lost,,2010,congressional
Steve Southerland,/candidate/124329/steve-southerland,won,Republican,2010,congressional
Corrine Brown,/candidate/26797/corrine-brown,won,Democratic,2010,congressional
Terry Martin-Back,/candidate/117169/terry-martin-back,lost,No Party Affiliation,2010,congressional
Mike Yost,/candidate/117274/mike-yost,lost,Republican,2010,congressional
Ander Crenshaw,/candidate/31130/ander-crenshaw,won,Republican,2010,congressional
Gary Koniz,/candidate/117150/gary-koniz,lost,,2010,congressional
Troy Stanley,/candidate/117244/troy-stanley,lost,No Party Affiliation,2010,congressional
Rich Nugent,/candidate/124333/rich-nugent,won,Republican,2010,congressional
James Piccillo,/candidate/117201/james-piccillo,lost,Democratic,2010,congressional
Steve Schonberg,/candidate/117733/steve-schonberg,lost,No Party Affiliation,2010,congressional
Cliff Stearns,/candidate/26803/cliff-stearns,won,Republican,2010,congressional
Heather Beaven,/candidate/117030/heather-beaven,lost,Democratic,2010,congressional
John Mica,/candidate/26805/john-mica,won,Republican,2010,congressional
Peg Dunmire,/candidate/117734/peg-dunmire,lost,Tea Party,2010,congressional
Steven Gerritzen,/candidate/117735/steven-gerritzen,lost,,2010,congressional
Alan Grayson,/candidate/68184/alan-grayson,lost,Democratic,2010,congressional
Marvin Hutson,/candidate/117135/marvin-hutson,unknown,No Party Affiliation,2010,congressional
George Metcalfe,/candidate/68172/george-metcalfe,lost,No Party Affiliation,2010,congressional
Daniel Webster,/candidate/24302/daniel-webster,won,Republican,2010,congressional
Gus Bilirakis,/candidate/17318/gus-bilirakis,won,Republican,2010,congressional
Anita de Palma,/candidate/107730/anita-de-palma,lost,Democratic,2010,congressional
Charlie Justice,/candidate/53727/charlie-justice,lost,Democratic,2010,congressional
Bill Young,/candidate/26802/bill-young,won,Republican,2010,congressional
Kathy Castor,/candidate/53825/kathy-castor,won,Democratic,2010,congressional
Mike Prendergast,/candidate/117737/mike-prendergast,lost,Republican,2010,congressional
Lori Edwards,/candidate/24365/lori-edwards,lost,Democratic,2010,congressional
Dennis Ross,/candidate/12813/dennis-ross,won,Republican,2010,congressional
Randy Wilkinson,/candidate/81543/randy-wilkinson,lost,Tea Party,2010,congressional
Vern Buchanan,/candidate/66247/vern-buchanan,won,Republican,2010,congressional
John Gish,/candidate/117107/john-gish,unknown,No Party Affiliation,2010,congressional
James Golden,/candidate/117109/james-golden,lost,Democratic,2010,congressional
Connie Mack IV,/candidate/53996/connie-mack-iv,won,Republican,2010,congressional
James Roach,/candidate/117740/james-roach,lost,Democratic,2010,congressional
William St. Claire,/candidate/124342/william-st-claire,lost,No Party Affiliation,2010,congressional
Bill Posey,/candidate/24280/bill-posey,won,Republican,2010,congressional
Shannon Roberts,/candidate/117218/shannon-roberts,lost,Democratic,2010,congressional
James Horn,/candidate/117741/james-horn,lost,Democratic,2010,congressional
Tom Rooney,/candidate/107800/tom-rooney,won,Republican,2010,congressional
Roderick Vereen,/candidate/117261/roderick-vereen,lost,No Party Affiliation,2010,congressional
