name,url,status,party,year,election
Joan Greene,/candidate/182241/joan-greene,lost,Democratic,2020,congressional
Tom Lewellen,/candidate/193681/tom-lewellen,unknown,Independent,2020,congressional
Gennaro Napolitano,/candidate/193682/gennaro-napolitano,unknown,Independent,2020,congressional
David Schweikert,/candidate/106387/david-schweikert,won,Republican,2020,congressional
Hiral Tipirneni,/candidate/177626/hiral-tipirneni,lost,Democratic,2020,congressional
Josh Barnett,/candidate/190605/josh-barnett,lost,Republican,2020,congressional
Ruben Gallego,/candidate/123732/ruben-gallego,won,Democratic,2020,congressional
Debbie Lesko,/candidate/106483/debbie-lesko,won,Republican,2020,congressional
Michael Muscato,/candidate/171666/michael-muscato,lost,Democratic,2020,congressional
Irina Baroness Von Behr,/candidate/182247/irina-baroness-von-behr,unknown,Independent,2020,congressional
Dave Giles,/candidate/166291/dave-giles,lost,Republican,2020,congressional
Greg Stanton,/candidate/72030/greg-stanton,won,Democratic,2020,congressional
Audrey Denney,/candidate/179307/audrey-denney,lost,Democratic,2020,congressional
Doug LaMalfa,/candidate/29713/doug-lamalfa,won,Republican,2020,congressional
Jared Huffman,/candidate/59849/jared-huffman,won,Democratic,2020,congressional
Dale Mensing,/candidate/145981/dale-mensing,lost,Republican,2020,congressional
John Garamendi,/candidate/29664/john-garamendi,won,Democratic,2020,congressional
Tamika Hamilton,/candidate/188576/tamika-hamilton,lost,Republican,2020,congressional
Brynne Kennedy,/candidate/188577/brynne-kennedy,lost,Democratic,2020,congressional
Tom McClintock,/candidate/9715/tom-mcclintock,won,Republican,2020,congressional
Scott Giblin,/candidate/188584/scott-giblin,lost,Republican,2020,congressional
Mike Thompson,/candidate/3564/mike-thompson,won,Democratic,2020,congressional
Chris Bish,/candidate/188589/chris-bish,lost,Republican,2020,congressional
Doris Matsui,/candidate/28593/doris-matsui,won,Democratic,2020,congressional
Ami Bera,/candidate/120030/ami-bera,won,Democratic,2020,congressional
Buzz Patterson,/candidate/188595/buzz-patterson,lost,Republican,2020,congressional
Christine Bubser,/candidate/188596/christine-bubser,lost,Democratic,2020,congressional
Jay Obernolte,/candidate/151831/jay-obernolte,won,Republican,2020,congressional
Tony Amador,/candidate/120045/tony-amador,lost,Republican,2020,congressional
Jerry McNerney,/candidate/29474/jerry-mcnerney,won,Democratic,2020,congressional
Josh Harder,/candidate/179326/josh-harder,won,Democratic,2020,congressional
Ted Howze,/candidate/70979/ted-howze,lost,Republican,2020,congressional
Mark DeSaulnier,/candidate/69477/mark-desaulnier,won,Democratic,2020,congressional
Nisha Sharma,/candidate/188610/nisha-sharma,lost,Republican,2020,congressional
Shahid Buttar,/candidate/179331/shahid-buttar,lost,Democratic,2020,congressional
Nancy Pelosi,/candidate/26732/nancy-pelosi,won,Democratic,2020,congressional
Barbara Lee,/candidate/8315/barbara-lee,won,Democratic,2020,congressional
Nikka Piterman,/candidate/188619/nikka-piterman,lost,Republican,2020,congressional
Ran Petel,/candidate/188624/ran-petel,lost,Republican,2020,congressional
Jackie Speier,/candidate/8425/jackie-speier,won,Democratic,2020,congressional
Alison Hayden,/candidate/188631/alison-hayden,lost,Republican,2020,congressional
Eric Swalwell,/candidate/129529/eric-swalwell,won,Democratic,2020,congressional
Kevin Cookingham,/candidate/188634/kevin-cookingham,lost,Republican,2020,congressional
Jim Costa,/candidate/3577/jim-costa,won,Democratic,2020,congressional
Ro Khanna,/candidate/29473/ro-khanna,won,Democratic,2020,congressional
Ritesh Tandon,/candidate/188635/ritesh-tandon,lost,Republican,2020,congressional
Anna Eshoo,/candidate/26741/anna-eshoo,won,Democratic,2020,congressional
Rishi Kumar,/candidate/157675/rishi-kumar,lost,Democratic,2020,congressional
Justin Aguilera,/candidate/187950/justin-aguilera,lost,Republican,2020,congressional
Zoe Lofgren,/candidate/21899/zoe-lofgren,won,Democratic,2020,congressional
Jeff Gorman,/candidate/188646/jeff-gorman,lost,Republican,2020,congressional
Jimmy Panetta,/candidate/169078/jimmy-panetta,won,Democratic,2020,congressional
T.J. Cox,/candidate/57197/tj-cox,lost,Democratic,2020,congressional
David Valadao,/candidate/120200/david-valadao,won,Republican,2020,congressional
Phil Arballo,/candidate/188647/phil-arballo,lost,Democratic,2020,congressional
Devin Nunes,/candidate/16725/devin-nunes,won,Republican,2020,congressional
Kim Mangone,/candidate/188653/kim-mangone,lost,Democratic,2020,congressional
Kevin McCarthy,/candidate/28918/kevin-mccarthy,won,Republican,2020,congressional
Andy Caldwell,/candidate/188654/andy-caldwell,lost,Republican,2020,congressional
Salud Carbajal,/candidate/81569/salud-carbajal,won,Democratic,2020,congressional
Mike Garcia,/candidate/188664/mike-garcia,won,Republican,2020,congressional
Christy Smith,/candidate/169367/christy-smith,lost,Democratic,2020,congressional
Mike Garcia,/candidate/188664/mike-garcia,won,Republican,2020,congressional
Christy Smith,/candidate/169367/christy-smith,lost,Democratic,2020,congressional
Ronda Baldwin-Kennedy,/candidate/180100/ronda-baldwin-kennedy,lost,Republican,2020,congressional
Julia Brownley,/candidate/59904/julia-brownley,won,Democratic,2020,congressional
Judy Chu,/candidate/16539/judy-chu,won,Democratic,2020,congressional
Johnny Nalbandian,/candidate/179360/johnny-nalbandian,lost,Republican,2020,congressional
Eric Early,/candidate/179471/eric-early,lost,Republican,2020,congressional
Adam Schiff,/candidate/9489/adam-schiff,won,Democratic,2020,congressional
Tony Cárdenas,/candidate/9754/tony-cardenas,won,Democratic,2020,congressional
Angélica Dueñas,/candidate/179361/angelica-duenas,lost,Democratic,2020,congressional
Mark Reed,/candidate/120298/mark-reed,lost,Republican,2020,congressional
Brad Sherman,/candidate/142/brad-sherman,won,Democratic,2020,congressional
Pete Aguilar,/candidate/70114/pete-aguilar,won,Democratic,2020,congressional
Agnes Gibboney,/candidate/188695/agnes-gibboney,lost,Republican,2020,congressional
Grace Napolitano,/candidate/8393/grace-napolitano,won,Democratic,2020,congressional
Joshua Scott,/candidate/185828/joshua-scott,lost,Republican,2020,congressional
James Bradley,/candidate/179297/james-bradley,lost,Republican,2020,congressional
Ted Lieu,/candidate/1516/ted-lieu,won,Democratic,2020,congressional
Jimmy Gomez,/candidate/138524/jimmy-gomez,won,Democratic,2020,congressional
David Kim,/candidate/188683/david-kim,lost,Democratic,2020,congressional
Mike Cargile,/candidate/188675/mike-cargile,lost,Republican,2020,congressional
Norma Torres,/candidate/71284/norma-torres,won,Democratic,2020,congressional
Erin Cruz,/candidate/179299/erin-cruz,lost,Republican,2020,congressional
Raul Ruiz,/candidate/136407/raul-ruiz,won,Democratic,2020,congressional
Karen Bass,/candidate/28963/karen-bass,won,Democratic,2020,congressional
Errol Webber,/candidate/188671/errol-webber,lost,Republican,2020,congressional
Linda Sánchez,/candidate/29674/linda-sanchez,won,Democratic,2020,congressional
Michael Tolar,/candidate/188665/michael-tolar,lost,Democratic,2020,congressional
Gil Cisneros,/candidate/179370/gil-cisneros,lost,Democratic,2020,congressional
Young Kim,/candidate/151787/young-kim,won,Republican,2020,congressional
C. Antonio Delgado,/candidate/188657/c-antonio-delgado,lost,Republican,2020,congressional
Lucille Roybal-Allard,/candidate/26766/lucille-roybal-allard,won,Democratic,2020,congressional
Aja Smith,/candidate/179381/aja-smith,lost,Republican,2020,congressional
Mark Takano,/candidate/22337/mark-takano,won,Democratic,2020,congressional
Ken Calvert,/candidate/26777/ken-calvert,won,Republican,2020,congressional
Liam O'Mara IV,/candidate/188648/liam-omara-iv,lost,Democratic,2020,congressional
Joe Collins III,/candidate/186076/joe-collins-iii,lost,Republican,2020,congressional
Maxine Waters,/candidate/26759/maxine-waters,won,Democratic,2020,congressional
Nanette Barragán,/candidate/166270/nanette-barragan,won,Democratic,2020,congressional
Analilia Joya,/candidate/188644/analilia-joya,lost,Democratic,2020,congressional
Katie Porter,/candidate/179393/katie-porter,won,Democratic,2020,congressional
Greg Raths,/candidate/146116/greg-raths,lost,Republican,2020,congressional
Lou Correa,/candidate/9732/lou-correa,won,Democratic,2020,congressional
James Waters,/candidate/188628/james-waters,lost,Republican,2020,congressional
John Briscoe,/candidate/179398/john-briscoe,lost,Republican,2020,congressional
Alan Lowenthal,/candidate/16469/alan-lowenthal,won,Democratic,2020,congressional
Harley Rouda,/candidate/179404/harley-rouda,lost,Democratic,2020,congressional
Michelle Steel,/candidate/157194/michelle-steel,won,Republican,2020,congressional
Mike Levin,/candidate/179416/mike-levin,won,Democratic,2020,congressional
Brian Maryott,/candidate/179417/brian-maryott,lost,Republican,2020,congressional
Ammar Campa-Najjar,/candidate/179427/ammar-campa-najjar,lost,Democratic,2020,congressional
Darrell Issa,/candidate/16553/darrell-issa,won,Republican,2020,congressional
"Juan Hidalgo, Jr.",/candidate/169101/juan-hidalgo-jr,lost,Republican,2020,congressional
Juan Vargas,/candidate/29100/juan-vargas,won,Democratic,2020,congressional
Jim DeBello,/candidate/188593/jim-debello,lost,Republican,2020,congressional
Scott Peters,/candidate/70351/scott-peters,won,Democratic,2020,congressional
Georgette Gómez,/candidate/176915/georgette-gomez,lost,Democratic,2020,congressional
Sara Jacobs,/candidate/179414/sara-jacobs,won,Democratic,2020,congressional
Raymon Doane,/candidate/169963/raymon-doane,lost,Libertarian,2020,congressional
Daniel Doyle,/candidate/195384/daniel-doyle,lost,Approval Voting Party,2020,congressional
Stephan Evans,/candidate/195383/stephan-evans,lost,Unity Party,2020,congressional
Cory Gardner,/candidate/30004/cory-gardner,lost,Republican,2020,congressional
John Hickenlooper,/candidate/71547/john-hickenlooper,won,Democratic,2020,congressional
Bruce Lohmiller,/candidate/30059/bruce-lohmiller,lost,Green Party,2020,congressional
Shane Bolling,/candidate/191287/shane-bolling,lost,Republican,2020,congressional
Diana DeGette,/candidate/561/diana-degette,won,Democratic,2020,congressional
Paul Fiorino,/candidate/69366/paul-fiorino,lost,Unity Party,2020,congressional
Kyle Furey,/candidate/195187/kyle-furey,lost,Libertarian,2020,congressional
Jan Kok,/candidate/195378/jan-kok,lost,Approval Voting Party,2020,congressional
Thom Atkinson,/candidate/195188/thom-atkinson,lost,Libertarian,2020,congressional
Joe Neguse,/candidate/151075/joe-neguse,won,Democratic,2020,congressional
Gary Swing,/candidate/14995/gary-swing,lost,Unity Party,2020,congressional
Charlie Winn,/candidate/191288/charlie-winn,lost,Republican,2020,congressional
Lauren Boebert,/candidate/191290/lauren-boebert,won,Republican,2020,congressional
John Keil,/candidate/195189/john-keil,lost,Libertarian,2020,congressional
Critter Milton,/candidate/195379/critter-milton,lost,Unity Party,2020,congressional
Diane Mitsch Bush,/candidate/138740/diane-mitsch-bush,lost,Democratic,2020,congressional
Ken Buck,/candidate/125319/ken-buck,won,Republican,2020,congressional
Bruce Griffith,/candidate/175657/bruce-griffith,lost,Libertarian,2020,congressional
Laura Ireland,/candidate/195380/laura-ireland,lost,Unity Party,2020,congressional
Ike McCorkle,/candidate/191291/ike-mccorkle,lost,Democratic,2020,congressional
Ed Duffett,/candidate/195190/ed-duffett,lost,Libertarian,2020,congressional
Jillian Freeland,/candidate/191292/jillian-freeland,lost,Democratic,2020,congressional
Rebecca Keltie,/candidate/195381/rebecca-keltie,lost,Unity Party,2020,congressional
Doug Lamborn,/candidate/2698/doug-lamborn,won,Republican,2020,congressional
Marcus Murphy,/candidate/180215/marcus-murphy,lost,Unity Party,2020,congressional
Jason Crow,/candidate/180218/jason-crow,won,Democratic,2020,congressional
Steve House,/candidate/191293/steve-house,lost,Republican,2020,congressional
Jaimie Kulikowski,/candidate/195382/jaimie-kulikowski,lost,Unity Party,2020,congressional
Norman Olsen,/candidate/53429/norman-olsen,lost,Libertarian,2020,congressional
Ken Biles,/candidate/185126/ken-biles,lost,Libertarian,2020,congressional
David Olszta,/candidate/155750/david-olszta,lost,Unity Party,2020,congressional
Ed Perlmutter,/candidate/2653/ed-perlmutter,won,Democratic,2020,congressional
Charles Stockham,/candidate/169609/charles-stockham,lost,Republican,2020,congressional
Mary Fay,/candidate/192707/mary-fay,lost,Republican,2020,congressional
John Larson,/candidate/17188/john-larson,won,Democratic,2020,congressional
Tom McCormick,/candidate/181741/tom-mccormick,lost,Green Party,2020,congressional
Justin Anderson,/candidate/192709/justin-anderson,lost,Republican,2020,congressional
Joe Courtney,/candidate/30333/joe-courtney,won,Democratic,2020,congressional
Cassandra Martineau,/candidate/195232/cassandra-martineau,lost,Green Party,2020,congressional
Daniel Reale,/candidate/128036/daniel-reale,lost,Libertarian,2020,congressional
Rosa DeLauro,/candidate/26788/rosa-delauro,won,Democratic,2020,congressional
Justin Paglino,/candidate/192711/justin-paglino,lost,Green Party,2020,congressional
Margaret Streicker,/candidate/192710/margaret-streicker,lost,Republican,2020,congressional
Jim Himes,/candidate/106744/jim-himes,won,Democratic,2020,congressional
Brian Merlen,/candidate/175804/brian-merlen,lost,Independent,2020,congressional
Jonathan Riddle,/candidate/192713/jonathan-riddle,lost,Republican,2020,congressional
Jahana Hayes,/candidate/181744/jahana-hayes,won,Democratic,2020,congressional
David Sullivan,/candidate/192715/david-sullivan,lost,Republican,2020,congressional
Bruce Walczak,/candidate/195233/bruce-walczak,lost,Independent,2020,congressional
John Cheeks,/candidate/195445/john-cheeks,lost,Independent,2020,congressional
Barbara Franklin,/candidate/195444/barbara-franklin,lost,Independent,2020,congressional
Patrick Hynes,/candidate/195446/patrick-hynes,lost,Libertarian,2020,congressional
David Krucoff,/candidate/195443/david-krucoff,lost,Independent,2020,congressional
Amir Lowery,/candidate/195447/amir-lowery,lost,Independent,2020,congressional
Omari Musa,/candidate/31088/omari-musa,lost,Independent,2020,congressional
Eleanor Norton,/candidate/775/eleanor-norton,won,Democratic,2020,congressional
Lino Stracuzzi,/candidate/137157/lino-stracuzzi,lost,DC Statehood Green,2020,congressional
Chris Coons,/candidate/122834/chris-coons,won,Democratic,2020,congressional
Nadine Frost,/candidate/182734/nadine-frost,lost,Libertarian,2020,congressional
Mark Turley,/candidate/193459/mark-turley,lost,Independent,2020,congressional
Lauren Witzke,/candidate/193453/lauren-witzke,lost,Republican,2020,congressional
Lisa Blunt Rochester,/candidate/173249/lisa-blunt-rochester,won,Democratic,2020,congressional
Lee Murphy,/candidate/53667/lee-murphy,lost,Republican,2020,congressional
Catherine Purcell,/candidate/193460/catherine-purcell,lost,Independent,2020,congressional
David Rogers,/candidate/193461/david-rogers,lost,Libertarian,2020,congressional
Phil Ehr,/candidate/182249/phil-ehr,lost,Democratic,2020,congressional
Matt Gaetz,/candidate/117101/matt-gaetz,won,Republican,2020,congressional
Albert Oram,/candidate/30847/albert-oram,lost,No Party Affiliation,2020,congressional
Neal Dunn,/candidate/166297/neal-dunn,won,Republican,2020,congressional
Kat Cammack,/candidate/191306/kat-cammack,won,Republican,2020,congressional
Adam Christensen,/candidate/191309/adam-christensen,lost,Democratic,2020,congressional
Donna Deegan,/candidate/191316/donna-deegan,lost,Democratic,2020,congressional
John Rutherford,/candidate/172542/john-rutherford,won,Republican,2020,congressional
Gary Adler,/candidate/191317/gary-adler,lost,Republican,2020,congressional
"Al Lawson, Jr.",/candidate/24263/al-lawson-jr,won,Democratic,2020,congressional
Clint Curtis,/candidate/68202/clint-curtis,lost,Democratic,2020,congressional
Gerry Nolan,/candidate/194193/gerry-nolan,lost,Write-In,2020,congressional
Mike Waltz,/candidate/182261/mike-waltz,won,Republican,2020,congressional
Bill Garlington,/candidate/191321/bill-garlington,lost,No Party Affiliation,2020,congressional
Stephanie Murphy,/candidate/173426/stephanie-murphy,won,Democratic,2020,congressional
Leo Valentin,/candidate/191323/leo-valentin,lost,Republican,2020,congressional
Jim Kennedy,/candidate/191326/jim-kennedy,lost,Democratic,2020,congressional
Bill Posey,/candidate/24280/bill-posey,won,Republican,2020,congressional
Bill Olson,/candidate/191329/bill-olson,lost,Republican,2020,congressional
Darren Soto,/candidate/67618/darren-soto,won,Democratic,2020,congressional
Val Demings,/candidate/137637/val-demings,won,Democratic,2020,congressional
Vennia Francois,/candidate/182263/vennia-francois,lost,Republican,2020,congressional
Dana Cottrell,/candidate/182267/dana-cottrell,lost,Democratic,2020,congressional
Daniel Webster,/candidate/24302/daniel-webster,won,Republican,2020,congressional
Gus Bilirakis,/candidate/17318/gus-bilirakis,won,Republican,2020,congressional
Kim Walker,/candidate/191336/kim-walker,lost,Democratic,2020,congressional
"Charlie Crist, Jr.",/candidate/24311/charlie-crist-jr,won,Democratic,2020,congressional
Anna Luna,/candidate/191344/anna-luna,lost,Republican,2020,congressional
Kathy Castor,/candidate/53825/kathy-castor,won,Democratic,2020,congressional
Christine Quinn,/candidate/172629/christine-quinn,lost,Republican,2020,congressional
Alan Cohn,/candidate/146147/alan-cohn,lost,Democratic,2020,congressional
Scott Franklin,/candidate/191355/scott-franklin,won,Republican,2020,congressional
Vern Buchanan,/candidate/66247/vern-buchanan,won,Republican,2020,congressional
Margaret Good,/candidate/176800/margaret-good,lost,Democratic,2020,congressional
Allen Ellison,/candidate/172641/allen-ellison,lost,Democratic,2020,congressional
Theodore Murray,/candidate/191410/theodore-murray,lost,No Party Affiliation,2020,congressional
Greg Steube,/candidate/117248/greg-steube,won,Republican,2020,congressional
Pamela Keith,/candidate/172452/pamela-keith,lost,Democratic,2020,congressional
Brian Mast,/candidate/166245/brian-mast,won,Republican,2020,congressional
K. W. Miller,/candidate/191409/k-w-miller,lost,No Party Affiliation,2020,congressional
Cindy Banyai,/candidate/191400/cindy-banyai,lost,Democratic,2020,congressional
Byron Donalds,/candidate/137655/byron-donalds,won,Republican,2020,congressional
"Alcee Hastings, Sr.",/candidate/26798/alcee-hastings-sr,won,Democratic,2020,congressional
Greg Musselwhite,/candidate/191389/greg-musselwhite,lost,Republican,2020,congressional
Sylvia Caravetta,/candidate/197251/sylvia-caravetta,lost,"Independent, Write-In",2020,congressional
Lois Frankel,/candidate/8102/lois-frankel,won,Democratic,2020,congressional
Laura Loomer,/candidate/191384/laura-loomer,lost,Republican,2020,congressional
Charleston Malkemus,/candidate/191383/charleston-malkemus,lost,No Party Affiliation,2020,congressional
Ted Deutch,/candidate/67151/ted-deutch,won,Democratic,2020,congressional
James Pruden,/candidate/191368/james-pruden,lost,Republican,2020,congressional
Carla Spalding,/candidate/166246/carla-spalding,lost,Republican,2020,congressional
Debbie Wasserman Schultz,/candidate/24301/debbie-wasserman-schultz,won,Democratic,2020,congressional
Christine Sanon-Jules Olivo,/candidate/191353/christine-sanon-jules-olivo,lost,No Party Affiliation,2020,congressional
Lavern Spicer,/candidate/191351/lavern-spicer,lost,Republican,2020,congressional
Frederica Wilson,/candidate/17319/frederica-wilson,won,Democratic,2020,congressional
Mario Diaz-Balart,/candidate/24312/mario-diaz-balart,won,Republican,2020,congressional
Carlos Gimenez,/candidate/81366/carlos-gimenez,won,Republican,2020,congressional
Debbie Mucarsel-Powell,/candidate/173449/debbie-mucarsel-powell,lost,Democratic,2020,congressional
Maria Salazar,/candidate/182300/maria-salazar,won,Republican,2020,congressional
Donna Shalala,/candidate/182301/donna-shalala,lost,Democratic,2020,congressional
Jon Ossoff,/candidate/176134/jon-ossoff,won,Democratic,2020,congressional
David Perdue,/candidate/151330/david-perdue,won,Republican,2020,congressional
Al Bartell,/candidate/189828/al-bartell,lost,Independent,2020,congressional
Allen Buckley,/candidate/32098/allen-buckley,lost,Independent,2020,congressional
Doug Collins,/candidate/67851/doug-collins,lost,Republican,2020,congressional
Annette Davis Jackson,/candidate/168181/annette-davis-jackson,lost,Republican,2020,congressional
John Fortuin,/candidate/184089/john-fortuin,lost,Green Party,2020,congressional
Derrick Grayson,/candidate/151331/derrick-grayson,lost,Republican,2020,congressional
Michael Greene,/candidate/189830/michael-greene,lost,Independent,2020,congressional
Shane Hazel,/candidate/178545/shane-hazel,lost,Libertarian,2020,congressional
Deborah Jackson,/candidate/31613/deborah-jackson,lost,Democratic,2020,congressional
Jamesia James,/candidate/189791/jamesia-james,lost,Democratic,2020,congressional
Wayne Johnson,/candidate/189789/wayne-johnson,lost,Republican,2020,congressional
Tamara Johnson-Shealey,/candidate/151455/tamara-johnson-shealey,lost,Democratic,2020,congressional
Clifton Kilby,/candidate/194507/clifton-kilby,lost,Independent,2020,congressional
Matt Lieberman,/candidate/189792/matt-lieberman,lost,Democratic,2020,congressional
Kelly Loeffler,/candidate/188718/kelly-loeffler,won,Republican,2020,congressional
Joy Slade,/candidate/189793/joy-slade,lost,Democratic,2020,congressional
Brian Slowinski,/candidate/151221/brian-slowinski,lost,Libertarian,2020,congressional
Valencia Stovall,/candidate/142004/valencia-stovall,lost,Independent,2020,congressional
Ed Tarver,/candidate/31400/ed-tarver,lost,Democratic,2020,congressional
Kandiss Taylor,/candidate/189790/kandiss-taylor,lost,Republican,2020,congressional
Raphael Warnock,/candidate/189794/raphael-warnock,won,Democratic,2020,congressional
Richard Winfield,/candidate/178554/richard-winfield,lost,Democratic,2020,congressional
Buddy Carter,/candidate/32085/buddy-carter,won,Republican,2020,congressional
Joyce Griggs,/candidate/31601/joyce-griggs,lost,Democratic,2020,congressional
"Sanford Bishop, Jr.",/candidate/26817/sanford-bishop-jr,won,Democratic,2020,congressional
Don Cole,/candidate/189751/don-cole,lost,Republican,2020,congressional
Valbrun Almonord,/candidate/189752/valbrun-almonord,lost,Democratic,2020,congressional
Drew Ferguson,/candidate/168132/drew-ferguson,won,Republican,2020,congressional
Johsie Ezammudeen,/candidate/189753/johsie-ezammudeen,lost,Republican,2020,congressional
"Hank Johnson, Jr.",/candidate/68070/hank-johnson-jr,won,Democratic,2020,congressional
Robert Franklin,/candidate/195317/robert-franklin,won,Democratic,2020,congressional
Kwanza Hall,/candidate/71969/kwanza-hall,won,Democratic,2020,congressional
Barrington Martin II,/candidate/189757/barrington-martin-ii,lost,Democratic,2020,congressional
Chase Oliver,/candidate/195318/chase-oliver,lost,Libertarian,2020,congressional
Mable Thomas,/candidate/31832/mable-thomas,lost,Democratic,2020,congressional
Keisha Waites,/candidate/31561/keisha-waites,lost,Democratic,2020,congressional
Kwanza Hall,/candidate/71969/kwanza-hall,won,Democratic,2020,congressional
John Lewis,/candidate/26820/john-lewis,unknown,Democratic,2020,congressional
Angela Stanton-King,/candidate/189756/angela-stanton-king,lost,Republican,2020,congressional
Nikema Williams,/candidate/176751/nikema-williams,won,Democratic,2020,congressional
Karen Handel,/candidate/69553/karen-handel,lost,Republican,2020,congressional
Lucy McBath,/candidate/178538/lucy-mcbath,won,Democratic,2020,congressional
Carolyn Bourdeaux,/candidate/178540/carolyn-bourdeaux,won,Democratic,2020,congressional
Richard McCormick,/candidate/189765/richard-mccormick,lost,Republican,2020,congressional
Jimmy Cooper,/candidate/189832/jimmy-cooper,lost,Green Party,2020,congressional
Lindsay Holliday,/candidate/189768/lindsay-holliday,lost,Democratic,2020,congressional
Austin Scott,/candidate/11812/austin-scott,won,Republican,2020,congressional
Andrew Clyde,/candidate/189770/andrew-clyde,won,Republican,2020,congressional
Matt Gurtler,/candidate/168198/matt-gurtler,lost,Republican,2020,congressional
Devin Pandy,/candidate/189773/devin-pandy,lost,Democratic,2020,congressional
Brooke Siskin,/candidate/142029/brooke-siskin,lost,Democratic,2020,congressional
Jody Hice,/candidate/122246/jody-hice,won,Republican,2020,congressional
Tabitha Johnson-Green,/candidate/178555/tabitha-johnson-green,lost,Democratic,2020,congressional
Dana Barrett,/candidate/189778/dana-barrett,lost,Democratic,2020,congressional
Barry Loudermilk,/candidate/31618/barry-loudermilk,won,Republican,2020,congressional
Rick Allen,/candidate/136062/rick-allen,won,Republican,2020,congressional
Liz Johnson,/candidate/122904/liz-johnson,lost,Democratic,2020,congressional
Donald Keller,/candidate/189833/donald-keller,lost,Independent,2020,congressional
Martin Cowen,/candidate/184088/martin-cowen,lost,Libertarian,2020,congressional
Becky Hites,/candidate/189781/becky-hites,lost,Republican,2020,congressional
David Scott,/candidate/7826/david-scott,won,Democratic,2020,congressional
John Cowan,/candidate/189783/john-cowan,lost,Republican,2020,congressional
Marjorie Greene,/candidate/189785/marjorie-greene,won,Republican,2020,congressional
Kevin Van Ausdal,/candidate/189787/kevin-van-ausdal,lost,Democratic,2020,congressional
Ed Case,/candidate/3422/ed-case,won,Democratic,2020,congressional
Ron Curtis,/candidate/181382/ron-curtis,lost,Republican,2020,congressional
Joe Akana,/candidate/192365/joe-akana,lost,Republican,2020,congressional
Ron Burrus,/candidate/192367/ron-burrus,lost,Non-partisan,2020,congressional
