name,url,status,party,year,election
Tim Harris,/candidate/178309/tim-harris,lost,Libertarian,2019,congressional
Greg Holt,/candidate/186257/greg-holt,lost,Constitution,2019,congressional
Greg Murphy,/candidate/166135/greg-murphy,won,Republican,2019,congressional
Allen Thomas,/candidate/160533/allen-thomas,lost,Democratic,2019,congressional
Dan Bishop,/candidate/92423/dan-bishop,won,Republican,2019,congressional
Dan McCready,/candidate/178288/dan-mccready,lost,Democratic,2019,congressional
Jeffery Scott,/candidate/178290/jeffery-scott,lost,Libertarian,2019,congressional
Allen Smith,/candidate/186270/allen-smith,lost,Green Party,2019,congressional
Marc Friedenberg,/candidate/178909/marc-friedenberg,lost,Democratic,2019,congressional
Fred Keller,/candidate/119553/fred-keller,won,Republican,2019,congressional
