name,url,status,party,year,election
Don Hull,/candidate/16818/don-hull,lost,Libertarian,1998,congressional
Patricia Neal,/candidate/16855/patricia-neal,lost,Democratic,1998,congressional
Dana Rohrabacher,/candidate/26763/dana-rohrabacher,won,Republican,1998,congressional
"William Verkamp, Jr.",/candidate/16544/william-verkamp-jr,lost,Natural Law Party,1998,congressional
Robert Dornan,/candidate/26757/robert-dornan,lost,Republican,1998,congressional
Larry Engwall,/candidate/9733/larry-engwall,lost,,1998,congressional
Thomas Reimer,/candidate/204/thomas-reimer,lost,Libertarian,1998,congressional
Loretta Sanchez,/candidate/203/loretta-sanchez,won,Democratic,1998,congressional
Christina Avalos,/candidate/16668/christina-avalos,lost,Democratic,1998,congressional
Christopher Cox,/candidate/26773/christopher-cox,won,Republican,1998,congressional
Paul Fisher,/candidate/9736/paul-fisher,lost,,1998,congressional
Raymond Mills,/candidate/16758/raymond-mills,lost,Reform,1998,congressional
"Victor Wagner, Jr.",/candidate/207/victor-wagner-jr,lost,Libertarian,1998,congressional
Sharon Miles,/candidate/209/sharon-miles,lost,,1998,congressional
Daniel Muhe,/candidate/16721/daniel-muhe,lost,Libertarian,1998,congressional
Ronald Packard,/candidate/26778/ronald-packard,won,Republican,1998,congressional
Brian Bilbray,/candidate/21916/brian-bilbray,won,Republican,1998,congressional
Janice Ellen Jordan,/candidate/224/janice-ellen-jordan,lost,,1998,congressional
Christine Kehoe,/candidate/16466/christine-kehoe,lost,Democratic,1998,congressional
Ernest Lippe,/candidate/212/ernest-lippe,lost,Libertarian,1998,congressional
Julia Simon,/candidate/16844/julia-simon,lost,Natural Law Party,1998,congressional
Bob Filner,/candidate/26774/bob-filner,won,Democratic,1998,congressional
J. C. Anderson,/candidate/16733/j-c-anderson,lost,Libertarian,1998,congressional
Eric Hunter Bourdette,/candidate/221/eric-hunter-bourdette,lost,,1998,congressional
Randall Cunningham,/candidate/26779/randall-cunningham,won,Republican,1998,congressional
Daniel Kripke,/candidate/16769/daniel-kripke,lost,Democratic,1998,congressional
Lynn Badler,/candidate/16705/lynn-badler,lost,Libertarian,1998,congressional
Duncan Hunter,/candidate/26776/duncan-hunter,won,Republican,1998,congressional
Clark McCartney,/candidate/16499/clark-mccartney,unknown,,1998,congressional
Adrienne Pelton,/candidate/16464/adrienne-pelton,lost,Natural Law Party,1998,congressional
Ben Campbell,/candidate/53275/ben-campbell,won,Republican,1998,congressional
"John Heckman, Jr.",/candidate/22244/john-heckman-jr,lost,,1998,congressional
Dorothy Lamm,/candidate/16964/dorothy-lamm,lost,Democratic,1998,congressional
Jeffrey Lee Peckman,/candidate/16978/jeffrey-lee-peckman,lost,Natural Law Party,1998,congressional
David Segal,/candidate/16916/david-segal,lost,Libertarian,1998,congressional
Kevin Swanson,/candidate/22467/kevin-swanson,lost,Constitution,1998,congressional
Gary Swing,/candidate/14995/gary-swing,lost,U.S. Pacifist Party,1998,congressional
Richard Combs,/candidate/949/richard-combs,lost,Libertarian,1998,congressional
Diana DeGette,/candidate/561/diana-degette,won,Democratic,1998,congressional
Nancy McClanahan,/candidate/16956/nancy-mcclanahan,lost,Republican,1998,congressional
Bob Greenlee,/candidate/16995/bob-greenlee,lost,Republican,1998,congressional
Mark Udall,/candidate/12329/mark-udall,won,Democratic,1998,congressional
Patrick West,/candidate/17035/patrick-west,lost,Natural Law Party,1998,congressional
Robert Reed Kelley,/candidate/16955/robert-reed-kelley,lost,Democratic,1998,congressional
Barry Maggert,/candidate/17000/barry-maggert,lost,Libertarian,1998,congressional
Scott McInnis,/candidate/26782/scott-mcinnis,won,Republican,1998,congressional
Susan Kirkpatrick,/candidate/16938/susan-kirkpatrick,lost,Democratic,1998,congressional
Robert Schaffer,/candidate/568/robert-schaffer,won,Republican,1998,congressional
Kenneth Alford,/candidate/16913/kenneth-alford,lost,Democratic,1998,congressional
Joel Hefley,/candidate/26784/joel-hefley,won,Republican,1998,congressional
Mark Mellott,/candidate/17044/mark-mellott,lost,Natural Law Party,1998,congressional
George Newman,/candidate/16931/george-newman,lost,Natural Law Party,1998,congressional
Henry Strauss,/candidate/17022/henry-strauss,lost,Democratic,1998,congressional
Tom Tancredo,/candidate/17030/tom-tancredo,won,Republican,1998,congressional
Carrie Baker,/candidate/17169/carrie-baker,unknown,Term Limits Party,1998,congressional
Chris Dodd,/candidate/53277/chris-dodd,won,Democratic,1998,congressional
Gary Franks,/candidate/26790/gary-franks,lost,Republican,1998,congressional
Lois Grasso,/candidate/17151/lois-grasso,lost,Term Limits Party,1998,congressional
"William Kozak, Jr.",/candidate/17073/william-kozak-jr,lost,Concerned Citizens,1998,congressional
Wildey Judd Moore,/candidate/14039/wildey-judd-moore,lost,Libertarian,1998,congressional
John Larson,/candidate/17188/john-larson,won,Democratic,1998,congressional
Kevin O'Connor,/candidate/17072/kevin-oconnor,lost,Republican,1998,congressional
Jay E Palmieri IV,/candidate/17197/jay-e-palmieri-iv,lost,Term Limits Party,1998,congressional
Paul  W. Cook,/candidate/17091/paul-w-cook,lost,Term Limits Party,1998,congressional
Sam Gejdenson,/candidate/26787/sam-gejdenson,won,Democratic,1998,congressional
Gary Koval,/candidate/17222/gary-koval,lost,Republican,1998,congressional
Dianne Ondusko,/candidate/17076/dianne-ondusko,lost,Independent,1998,congressional
Kristen Abbatiello,/candidate/17105/kristen-abbatiello,lost,Term Limits Party,1998,congressional
David Cole,/candidate/17226/david-cole,lost,Reform,1998,congressional
Gail Dalby,/candidate/932/gail-dalby,lost,,1998,congressional
Rosa DeLauro,/candidate/26788/rosa-delauro,won,Democratic,1998,congressional
Martin Reust,/candidate/17094/martin-reust,lost,Republican,1998,congressional
Marshall Harrison,/candidate/17196/marshall-harrison,lost,Libertarian,1998,congressional
Jonathan Kantrowitz,/candidate/17172/jonathan-kantrowitz,lost,Democratic,1998,congressional
Christopher Shays,/candidate/26789/christopher-shays,won,Republican,1998,congressional
James Maloney,/candidate/743/james-maloney,won,Democratic,1998,congressional
Mark Nielsen,/candidate/7122/mark-nielsen,lost,Republican,1998,congressional
Robert Strasdauskas,/candidate/17089/robert-strasdauskas,lost,Concerned Citizens,1998,congressional
Nancy Johnson,/candidate/26791/nancy-johnson,won,Republican,1998,congressional
Timothy Knibbs,/candidate/746/timothy-knibbs,lost,Concerned Citizens,1998,congressional
Charlotte Koskoff,/candidate/745/charlotte-koskoff,lost,Democratic,1998,congressional
Mark J Polon,/candidate/17100/mark-j-polon,lost,Term Limits Party,1998,congressional
Lynn Raynault,/candidate/17230/lynn-raynault,unknown,Term Limits Party,1998,congressional
Kim Stanley Bemis,/candidate/17249/kim-stanley-bemis,lost,Natural Law Party,1998,congressional
Mike Castle,/candidate/26792/mike-castle,won,Republican,1998,congressional
James Webster,/candidate/17250/james-webster,lost,U.S. Taxpayers,1998,congressional
Dennis Williams,/candidate/737/dennis-williams,lost,Democratic,1998,congressional
"Charlie Crist, Jr.",/candidate/24311/charlie-crist-jr,lost,Republican,1998,congressional
Daniel Graham,/candidate/53282/daniel-graham,won,Democratic,1998,congressional
Joe Scarborough,/candidate/22155/joe-scarborough,won,Republican,1998,congressional
Thomas Wells,/candidate/748/thomas-wells,lost,Write-In,1998,congressional
"Allen Boyd, Jr.",/candidate/729/allen-boyd-jr,won,Democratic,1998,congressional
Timothy Stein,/candidate/17332/timothy-stein,lost,Independent,1998,congressional
Corrine Brown,/candidate/26797/corrine-brown,won,Democratic,1998,congressional
William Randall,/candidate/17309/william-randall,lost,Republican,1998,congressional
Tillie Fowler,/candidate/26799/tillie-fowler,won,Republican,1998,congressional
John Gargan,/candidate/17367/john-gargan,lost,Reform,1998,congressional
Karen Thurman,/candidate/26801/karen-thurman,won,Democratic,1998,congressional
Cliff Stearns,/candidate/26803/cliff-stearns,won,Republican,1998,congressional
John Mica,/candidate/26805/john-mica,won,Republican,1998,congressional
Clay Hill,/candidate/17325/clay-hill,unknown,Write-In,1998,congressional
Charles Klein,/candidate/17337/charles-klein,unknown,Reform,1998,congressional
Al Krulick,/candidate/860/al-krulick,lost,Democratic,1998,congressional
Bill McCollum,/candidate/26800/bill-mccollum,won,Republican,1998,congressional
Michael Bilirakis,/candidate/26807/michael-bilirakis,won,Republican,1998,congressional
Bill Young,/candidate/26802/bill-young,won,Republican,1998,congressional
Joe Chillura,/candidate/17414/joe-chillura,lost,Republican,1998,congressional
James Davis,/candidate/864/james-davis,won,Democratic,1998,congressional
Charles Canady,/candidate/26811/charles-canady,won,Republican,1998,congressional
Dan Miller,/candidate/26814/dan-miller,won,Republican,1998,congressional
Porter Goss,/candidate/26813/porter-goss,won,Republican,1998,congressional
David Golding,/candidate/871/david-golding,lost,Democratic,1998,congressional
David Weldon,/candidate/22159/david-weldon,won,Republican,1998,congressional
Mark Foley,/candidate/22160/mark-foley,won,Republican,1998,congressional
Carrie Meek,/candidate/26812/carrie-meek,won,Democratic,1998,congressional
Ileana Ros-Lehtinen,/candidate/26815/ileana-ros-lehtinen,won,Republican,1998,congressional
Robert Wexler,/candidate/882/robert-wexler,won,Democratic,1998,congressional
May Chote,/candidate/17372/may-chote,unknown,Reform,1998,congressional
Peter Deutsch,/candidate/26794/peter-deutsch,won,Democratic,1998,congressional
Patrick Cusack,/candidate/17403/patrick-cusack,lost,Democratic,1998,congressional
Lincoln Diaz-Balart,/candidate/26796/lincoln-diaz-balart,won,Republican,1998,congressional
"E. Clay Shaw, Jr.",/candidate/26809/e-clay-shaw-jr,won,Republican,1998,congressional
"Alcee Hastings, Sr.",/candidate/26798/alcee-hastings-sr,won,Democratic,1998,congressional
Michael Coles,/candidate/455/michael-coles,lost,Democratic,1998,congressional
Paul Coverdell,/candidate/53284/paul-coverdell,won,Republican,1998,congressional
Bert Loftman,/candidate/17630/bert-loftman,lost,Libertarian,1998,congressional
Jack Kingston,/candidate/26816/jack-kingston,won,Republican,1998,congressional
"Sanford Bishop, Jr.",/candidate/26817/sanford-bishop-jr,won,Democratic,1998,congressional
Joseph McCormick,/candidate/17647/joseph-mccormick,lost,Republican,1998,congressional
Michael Collins,/candidate/26818/michael-collins,won,Republican,1998,congressional
Cynthia Ann McKinney,/candidate/26826/cynthia-ann-mckinney,won,Democratic,1998,congressional
Sunny Warren,/candidate/17718/sunny-warren,lost,Republican,1998,congressional
John Lewis,/candidate/26820/john-lewis,won,Democratic,1998,congressional
"John Lewis, Sr.",/candidate/17581/john-lewis-sr,lost,Republican,1998,congressional
Newt Gingrich,/candidate/26821/newt-gingrich,won,Republican,1998,congressional
Gary Pelphrey,/candidate/17684/gary-pelphrey,lost,Democratic,1998,congressional
"Bob Barr, Jr.",/candidate/22028/bob-barr-jr,won,Republican,1998,congressional
James Williams,/candidate/17583/james-williams,lost,Democratic,1998,congressional
Ronald Cain,/candidate/17497/ronald-cain,lost,Democratic,1998,congressional
Saxby Chambliss,/candidate/22029/saxby-chambliss,won,Republican,1998,congressional
Nathan Deal,/candidate/26824/nathan-deal,won,Republican,1998,congressional
Marion Spencer Freeman,/candidate/17511/marion-spencer-freeman,lost,Democratic,1998,congressional
"Charles Norwood, Jr.",/candidate/22030/charles-norwood-jr,won,Republican,1998,congressional
John Linder,/candidate/26825/john-linder,won,Republican,1998,congressional
Vincent Littman,/candidate/17656/vincent-littman,lost,Democratic,1998,congressional
