name,url,status,party,year,election
Ro Khanna,/candidate/29473/ro-khanna,won,Democratic,2018,congressional
Anna Eshoo,/candidate/26741/anna-eshoo,won,Democratic,2018,congressional
Christine Russell,/candidate/179341/christine-russell,lost,Republican,2018,congressional
Justin Aguilera,/candidate/187950/justin-aguilera,lost,Republican,2018,congressional
Zoe Lofgren,/candidate/21899/zoe-lofgren,won,Democratic,2018,congressional
Ronald Kabat,/candidate/138286/ronald-kabat,lost,No Party Preference,2018,congressional
Jimmy Panetta,/candidate/169078/jimmy-panetta,won,Democratic,2018,congressional
T.J. Cox,/candidate/57197/tj-cox,won,Democratic,2018,congressional
David Valadao,/candidate/120200/david-valadao,lost,Republican,2018,congressional
Andrew Janz,/candidate/179346/andrew-janz,lost,Democratic,2018,congressional
Devin Nunes,/candidate/16725/devin-nunes,won,Republican,2018,congressional
Tatiana Matta,/candidate/179350/tatiana-matta,lost,Democratic,2018,congressional
Kevin McCarthy,/candidate/28918/kevin-mccarthy,won,Republican,2018,congressional
Salud Carbajal,/candidate/81569/salud-carbajal,won,Democratic,2018,congressional
Justin Fareed,/candidate/151733/justin-fareed,lost,Republican,2018,congressional
Katie Hill,/candidate/179354/katie-hill,won,Democratic,2018,congressional
Steve Knight,/candidate/71098/steve-knight,lost,Republican,2018,congressional
Julia Brownley,/candidate/59904/julia-brownley,won,Democratic,2018,congressional
"Antonio Sabato, Jr.",/candidate/179358/antonio-sabato-jr,lost,Republican,2018,congressional
Judy Chu,/candidate/16539/judy-chu,won,Democratic,2018,congressional
Bryan Witt,/candidate/179359/bryan-witt,lost,Democratic,2018,congressional
Johnny Nalbandian,/candidate/179360/johnny-nalbandian,lost,Republican,2018,congressional
Adam Schiff,/candidate/9489/adam-schiff,won,Democratic,2018,congressional
Benny Bernal,/candidate/169140/benny-bernal,lost,Republican,2018,congressional
Tony Cárdenas,/candidate/9754/tony-cardenas,won,Democratic,2018,congressional
Mark Reed,/candidate/120298/mark-reed,lost,Republican,2018,congressional
Brad Sherman,/candidate/142/brad-sherman,won,Democratic,2018,congressional
Pete Aguilar,/candidate/70114/pete-aguilar,won,Democratic,2018,congressional
Sean Flynn,/candidate/169192/sean-flynn,lost,Republican,2018,congressional
Grace Napolitano,/candidate/8393/grace-napolitano,won,Democratic,2018,congressional
Joshua Scott,/candidate/185828/joshua-scott,lost,Republican,2018,congressional
Ted Lieu,/candidate/1516/ted-lieu,won,Democratic,2018,congressional
Kenneth Wright,/candidate/169040/kenneth-wright,lost,Republican,2018,congressional
Jimmy Gomez,/candidate/138524/jimmy-gomez,won,Democratic,2018,congressional
Kenneth Mejia,/candidate/176126/kenneth-mejia,lost,Green Party,2018,congressional
Norma Torres,/candidate/71284/norma-torres,won,Democratic,2018,congressional
Christian Valiente,/candidate/179364/christian-valiente,lost,Republican,2018,congressional
Kimberlin Pelzer,/candidate/179368/kimberlin-pelzer,lost,Republican,2018,congressional
Raul Ruiz,/candidate/136407/raul-ruiz,won,Democratic,2018,congressional
Karen Bass,/candidate/28963/karen-bass,won,Democratic,2018,congressional
Ron Bassilian,/candidate/179369/ron-bassilian,lost,Republican,2018,congressional
Ryan Downing,/candidate/151727/ryan-downing,lost,Republican,2018,congressional
Linda Sánchez,/candidate/29674/linda-sanchez,won,Democratic,2018,congressional
Gil Cisneros,/candidate/179370/gil-cisneros,won,Democratic,2018,congressional
Young Kim,/candidate/151787/young-kim,lost,Republican,2018,congressional
Rodolfo Barragan,/candidate/179380/rodolfo-barragan,lost,Green Party,2018,congressional
Lucille Roybal-Allard,/candidate/26766/lucille-roybal-allard,won,Democratic,2018,congressional
Aja Smith,/candidate/179381/aja-smith,lost,Republican,2018,congressional
Mark Takano,/candidate/22337/mark-takano,won,Democratic,2018,congressional
Ken Calvert,/candidate/26777/ken-calvert,won,Republican,2018,congressional
Julia Peacock,/candidate/179382/julia-peacock,lost,Democratic,2018,congressional
Omar Navarro,/candidate/169079/omar-navarro,lost,Republican,2018,congressional
Maxine Waters,/candidate/26759/maxine-waters,won,Democratic,2018,congressional
Nanette Barragán,/candidate/166270/nanette-barragan,won,Democratic,2018,congressional
Jazmina Saavedra,/candidate/179389/jazmina-saavedra,lost,Republican,2018,congressional
Katie Porter,/candidate/179393/katie-porter,won,Democratic,2018,congressional
Mimi Walters,/candidate/29346/mimi-walters,lost,Republican,2018,congressional
Lou Correa,/candidate/9732/lou-correa,won,Democratic,2018,congressional
Russell Lambert,/candidate/179395/russell-lambert,lost,Republican,2018,congressional
John Briscoe,/candidate/179398/john-briscoe,lost,Republican,2018,congressional
Alan Lowenthal,/candidate/16469/alan-lowenthal,won,Democratic,2018,congressional
Dana Rohrabacher,/candidate/26763/dana-rohrabacher,lost,Republican,2018,congressional
Harley Rouda,/candidate/179404/harley-rouda,won,Democratic,2018,congressional
Diane Harkey,/candidate/70764/diane-harkey,lost,Republican,2018,congressional
Mike Levin,/candidate/179416/mike-levin,won,Democratic,2018,congressional
Ammar Campa-Najjar,/candidate/179427/ammar-campa-najjar,lost,Democratic,2018,congressional
Duncan Hunter,/candidate/104308/duncan-hunter,won,Republican,2018,congressional
"Juan Hidalgo, Jr.",/candidate/169101/juan-hidalgo-jr,lost,Republican,2018,congressional
Juan Vargas,/candidate/29100/juan-vargas,won,Democratic,2018,congressional
Scott Peters,/candidate/70351/scott-peters,won,Democratic,2018,congressional
Omar Qudrat,/candidate/179434/omar-qudrat,lost,Republican,2018,congressional
Susan Davis,/candidate/8168/susan-davis,won,Democratic,2018,congressional
Morgan Murtaugh,/candidate/179437/morgan-murtaugh,lost,Republican,2018,congressional
Diana DeGette,/candidate/561/diana-degette,won,Democratic,2018,congressional
Raymon Doane,/candidate/169963/raymon-doane,lost,Libertarian,2018,congressional
Charles Stockham,/candidate/169609/charles-stockham,lost,Republican,2018,congressional
Roger Barris,/candidate/180555/roger-barris,lost,Libertarian,2018,congressional
Joe Neguse,/candidate/151075/joe-neguse,won,Democratic,2018,congressional
Nick Thomas,/candidate/185097/nick-thomas,lost,Independent,2018,congressional
Peter Yu,/candidate/180210/peter-yu,lost,Republican,2018,congressional
Gaylon Kent,/candidate/135679/gaylon-kent,lost,Libertarian,2018,congressional
Mary Malarsie,/candidate/185100/mary-malarsie,lost,Independent,2018,congressional
Diane Mitsch Bush,/candidate/138740/diane-mitsch-bush,lost,Democratic,2018,congressional
Scott Tipton,/candidate/65403/scott-tipton,won,Republican,2018,congressional
Ken Buck,/candidate/125319/ken-buck,won,Republican,2018,congressional
Karen McCormick,/candidate/180213/karen-mccormick,lost,Democratic,2018,congressional
Doug Lamborn,/candidate/2698/doug-lamborn,won,Republican,2018,congressional
Douglas Randall,/candidate/125361/douglas-randall,lost,Libertarian,2018,congressional
Stephany Spaulding,/candidate/180214/stephany-spaulding,lost,Democratic,2018,congressional
Dan Chapin,/candidate/153020/dan-chapin,lost,Unaffiliated,2018,congressional
Michael Coffman,/candidate/1535/michael-coffman,lost,Republican,2018,congressional
Jason Crow,/candidate/180218/jason-crow,won,Democratic,2018,congressional
Kat Martin,/candidate/185101/kat-martin,lost,Libertarian,2018,congressional
Mark Barrington,/candidate/125500/mark-barrington,lost,Republican,2018,congressional
Jennifer Nackerud,/candidate/185102/jennifer-nackerud,lost,Libertarian,2018,congressional
Ed Perlmutter,/candidate/2653/ed-perlmutter,won,Democratic,2018,congressional
Matthew Corey,/candidate/143349/matthew-corey,lost,Republican,2018,congressional
Richard Lion,/candidate/30215/richard-lion,lost,Libertarian,2018,congressional
Chris Murphy,/candidate/17189/chris-murphy,won,Democratic,2018,congressional
Jeff Russell,/candidate/143352/jeff-russell,lost,Green Party,2018,congressional
John Larson,/candidate/17188/john-larson,won,Democratic,2018,congressional
Tom McCormick,/candidate/181741/tom-mccormick,lost,Green Party,2018,congressional
Jennifer Nye,/candidate/181740/jennifer-nye,lost,Republican,2018,congressional
Michelle Bicking,/candidate/185658/michelle-bicking,lost,Green Party,2018,congressional
Joe Courtney,/candidate/30333/joe-courtney,won,Democratic,2018,congressional
Dan Postemski,/candidate/181742/dan-postemski,lost,Republican,2018,congressional
Daniel Reale,/candidate/128036/daniel-reale,lost,Libertarian,2018,congressional
Angel Cadena,/candidate/154952/angel-cadena,lost,Republican,2018,congressional
Rosa DeLauro,/candidate/26788/rosa-delauro,won,Democratic,2018,congressional
Harry Arora,/candidate/181743/harry-arora,lost,Republican,2018,congressional
Jim Himes,/candidate/106744/jim-himes,won,Democratic,2018,congressional
Jahana Hayes,/candidate/181744/jahana-hayes,won,Democratic,2018,congressional
John Pistone,/candidate/137599/john-pistone,lost,Independent Conservative,2018,congressional
Manuel Santos,/candidate/148390/manuel-santos,lost,Republican,2018,congressional
Michael Brown,/candidate/181235/michael-brown,won,Democratic,2018,congressional
Bruce Majors,/candidate/141291/bruce-majors,lost,Libertarian,2018,congressional
Eleanor Norton,/candidate/775/eleanor-norton,won,Democratic,2018,congressional
Lino Stracuzzi,/candidate/137157/lino-stracuzzi,lost,DC Statehood Green,2018,congressional
Franklin Garcia,/candidate/181864/franklin-garcia,lost,Democratic,2018,congressional
Robert Arlett,/candidate/157541/robert-arlett,lost,Republican,2018,congressional
Tom Carper,/candidate/22421/tom-carper,won,Democratic,2018,congressional
Nadine Frost,/candidate/182734/nadine-frost,lost,Libertarian,2018,congressional
Demitri Theodoropoulos,/candidate/182733/demitri-theodoropoulos,lost,Green Party,2018,congressional
Lisa Blunt Rochester,/candidate/173249/lisa-blunt-rochester,won,Democratic,2018,congressional
Scott Walker,/candidate/173251/scott-walker,lost,Republican,2018,congressional
"Bill Nelson, Sr.",/candidate/1606/bill-nelson-sr,lost,Democratic,2018,congressional
Rick Scott,/candidate/124204/rick-scott,won,Republican,2018,congressional
Matt Gaetz,/candidate/117101/matt-gaetz,won,Republican,2018,congressional
Jennifer Zimmerman,/candidate/182250/jennifer-zimmerman,lost,Democratic,2018,congressional
Neal Dunn,/candidate/166297/neal-dunn,won,Republican,2018,congressional
Bob Rackleff,/candidate/81183/bob-rackleff,lost,Democratic,2018,congressional
Yvonne Hinson,/candidate/182253/yvonne-hinson,lost,Democratic,2018,congressional
Ted Yoho,/candidate/137622/ted-yoho,won,Republican,2018,congressional
Joceline Berrios,/candidate/182255/joceline-berrios,lost,No Party Affiliation,2018,congressional
Jason Bulger,/candidate/182256/jason-bulger,lost,No Party Affiliation,2018,congressional
John Rutherford,/candidate/172542/john-rutherford,won,Republican,2018,congressional
George Selmont,/candidate/182257/george-selmont,lost,Democratic,2018,congressional
Virginia Fuller,/candidate/182258/virginia-fuller,lost,Republican,2018,congressional
"Al Lawson, Jr.",/candidate/24263/al-lawson-jr,won,Democratic,2018,congressional
Nancy Soderberg,/candidate/142033/nancy-soderberg,lost,Democratic,2018,congressional
Mike Waltz,/candidate/182261/mike-waltz,won,Republican,2018,congressional
Mike Miller,/candidate/66161/mike-miller,lost,Republican,2018,congressional
Stephanie Murphy,/candidate/173426/stephanie-murphy,won,Democratic,2018,congressional
Sanjay Patel,/candidate/182265/sanjay-patel,lost,Democratic,2018,congressional
Bill Posey,/candidate/24280/bill-posey,won,Republican,2018,congressional
Wayne Liebnitzky,/candidate/172581/wayne-liebnitzky,lost,Republican,2018,congressional
Darren Soto,/candidate/67618/darren-soto,won,Democratic,2018,congressional
Val Demings,/candidate/137637/val-demings,won,Democratic,2018,congressional
Dana Cottrell,/candidate/182267/dana-cottrell,lost,Democratic,2018,congressional
Daniel Webster,/candidate/24302/daniel-webster,won,Republican,2018,congressional
Gus Bilirakis,/candidate/17318/gus-bilirakis,won,Republican,2018,congressional
Chris Hunter,/candidate/182268/chris-hunter,lost,Democratic,2018,congressional
Angelika Purkis,/candidate/182270/angelika-purkis,lost,No Party Affiliation,2018,congressional
"George Buck, Jr.",/candidate/182271/george-buck-jr,lost,Republican,2018,congressional
"Charlie Crist, Jr.",/candidate/24311/charlie-crist-jr,won,Democratic,2018,congressional
Kathy Castor,/candidate/53825/kathy-castor,won,Democratic,2018,congressional
Kristen Carlson,/candidate/182273/kristen-carlson,lost,Democratic,2018,congressional
Ross Spano,/candidate/142164/ross-spano,won,Republican,2018,congressional
Vern Buchanan,/candidate/66247/vern-buchanan,won,Republican,2018,congressional
David Shapiro,/candidate/68142/david-shapiro,lost,Democratic,2018,congressional
April Freeman,/candidate/146150/april-freeman,unknown,Democratic,2018,congressional
Greg Steube,/candidate/117248/greg-steube,won,Republican,2018,congressional
Lauren Baer,/candidate/182281/lauren-baer,lost,Democratic,2018,congressional
Brian Mast,/candidate/166245/brian-mast,won,Republican,2018,congressional
David Holden,/candidate/182283/david-holden,lost,Democratic,2018,congressional
Francis Rooney,/candidate/172678/francis-rooney,won,Republican,2018,congressional
"Alcee Hastings, Sr.",/candidate/26798/alcee-hastings-sr,won,Democratic,2018,congressional
Lois Frankel,/candidate/8102/lois-frankel,won,Democratic,2018,congressional
Ted Deutch,/candidate/67151/ted-deutch,won,Democratic,2018,congressional
Nicolas Kimaz,/candidate/182287/nicolas-kimaz,lost,Republican,2018,congressional
Timothy Canova,/candidate/172699/timothy-canova,lost,No Party Affiliation,2018,congressional
Don Endriss,/candidate/172700/don-endriss,lost,No Party Affiliation,2018,congressional
Joe Kaufman,/candidate/17350/joe-kaufman,lost,Republican,2018,congressional
Debbie Wasserman Schultz,/candidate/24301/debbie-wasserman-schultz,won,Democratic,2018,congressional
Frederica Wilson,/candidate/17319/frederica-wilson,won,Democratic,2018,congressional
Mary Barzee Flores,/candidate/182291/mary-barzee-flores,lost,Democratic,2018,congressional
Mario Diaz-Balart,/candidate/24312/mario-diaz-balart,won,Republican,2018,congressional
Carlos Curbelo,/candidate/137676/carlos-curbelo,lost,Republican,2018,congressional
Debbie Mucarsel-Powell,/candidate/173449/debbie-mucarsel-powell,won,Democratic,2018,congressional
Mayra Joli,/candidate/182296/mayra-joli,lost,No Party Affiliation,2018,congressional
Maria Salazar,/candidate/182300/maria-salazar,lost,Republican,2018,congressional
Donna Shalala,/candidate/182301/donna-shalala,won,Democratic,2018,congressional
Buddy Carter,/candidate/32085/buddy-carter,won,Republican,2018,congressional
Lisa Ring,/candidate/178528/lisa-ring,lost,Democratic,2018,congressional
"Sanford Bishop, Jr.",/candidate/26817/sanford-bishop-jr,won,Democratic,2018,congressional
"Herman West, Jr.",/candidate/178529/herman-west-jr,lost,Republican,2018,congressional
"Charles Enderlin, Jr.",/candidate/178530/charles-enderlin-jr,lost,Democratic,2018,congressional
Drew Ferguson,/candidate/168132/drew-ferguson,won,Republican,2018,congressional
"Hank Johnson, Jr.",/candidate/68070/hank-johnson-jr,won,Democratic,2018,congressional
Joe Profit,/candidate/178533/joe-profit,lost,Republican,2018,congressional
John Lewis,/candidate/26820/john-lewis,won,Democratic,2018,congressional
Karen Handel,/candidate/69553/karen-handel,lost,Republican,2018,congressional
Lucy McBath,/candidate/178538/lucy-mcbath,won,Democratic,2018,congressional
Carolyn Bourdeaux,/candidate/178540/carolyn-bourdeaux,lost,Democratic,2018,congressional
Rob Woodall,/candidate/122251/rob-woodall,won,Republican,2018,congressional
Austin Scott,/candidate/11812/austin-scott,won,Republican,2018,congressional
Doug Collins,/candidate/67851/doug-collins,won,Republican,2018,congressional
Robin Gilmer,/candidate/155098/robin-gilmer,lost,Libertarian,2018,congressional
Josh McCall,/candidate/178550/josh-mccall,lost,Democratic,2018,congressional
Jody Hice,/candidate/122246/jody-hice,won,Republican,2018,congressional
Tabitha Johnson-Green,/candidate/178555/tabitha-johnson-green,lost,Democratic,2018,congressional
"Flynn Broady, Jr.",/candidate/178556/flynn-broady-jr,lost,Democratic,2018,congressional
Barry Loudermilk,/candidate/31618/barry-loudermilk,won,Republican,2018,congressional
Rick Allen,/candidate/136062/rick-allen,won,Republican,2018,congressional
Francys Johnson,/candidate/178557/francys-johnson,lost,Democratic,2018,congressional
David Callahan,/candidate/178559/david-callahan,lost,Republican,2018,congressional
Martin Cowen,/candidate/184088/martin-cowen,lost,Libertarian,2018,congressional
David Scott,/candidate/7826/david-scott,won,Democratic,2018,congressional
Steven Foster,/candidate/178561/steven-foster,lost,Democratic,2018,congressional
"Tom Graves, Jr.",/candidate/31969/tom-graves-jr,won,Republican,2018,congressional
Joy Allison,/candidate/149750/joy-allison,unknown,Constitution,2018,congressional
Ron Curtis,/candidate/181382/ron-curtis,lost,Republican,2018,congressional
Mazie Hirono,/candidate/1677/mazie-hirono,won,Democratic,2018,congressional
Art Reyes,/candidate/54121/art-reyes,lost,Non-partisan,2018,congressional
Zachary Burd,/candidate/181385/zachary-burd,lost,Green Party,2018,congressional
Ed Case,/candidate/3422/ed-case,won,Democratic,2018,congressional
Cam Cavasso,/candidate/32165/cam-cavasso,lost,Republican,2018,congressional
Calvin Griffin,/candidate/153265/calvin-griffin,lost,Non-partisan,2018,congressional
Michelle Tippens,/candidate/172232/michelle-tippens,lost,Libertarian,2018,congressional
Brian Evans,/candidate/32280/brian-evans,lost,Republican,2018,congressional
Tulsi Gabbard,/candidate/129306/tulsi-gabbard,won,Democratic,2018,congressional
Aaron Martinson,/candidate/181394/aaron-martinson,unknown,Non-partisan,2018,congressional
Rod Blum,/candidate/135714/rod-blum,lost,Republican,2018,congressional
Abby Finkenauer,/candidate/151127/abby-finkenauer,won,Democratic,2018,congressional
Troy Hageman,/candidate/175138/troy-hageman,lost,Libertarian,2018,congressional
Daniel Clark,/candidate/184831/daniel-clark,lost,No Party Affiliation,2018,congressional
Dave Loebsack,/candidate/68964/dave-loebsack,won,Democratic,2018,congressional
Christopher Peters,/candidate/128045/christopher-peters,lost,Republican,2018,congressional
Mark Strauss,/candidate/183688/mark-strauss,lost,Libertarian,2018,congressional
Cindy Axne,/candidate/179226/cindy-axne,won,Democratic,2018,congressional
"Mark Elworth, Jr.",/candidate/149582/mark-elworth-jr,lost,Legal Medical Now,2018,congressional
Joe Grandanette,/candidate/32502/joe-grandanette,lost,No Party Affiliation,2018,congressional
Bryan Holder,/candidate/155344/bryan-holder,lost,Libertarian,2018,congressional
Paul Knupp,/candidate/184832/paul-knupp,lost,Green Party,2018,congressional
David Young,/candidate/155218/david-young,lost,Republican,2018,congressional
Charles Aldrich,/candidate/146271/charles-aldrich,lost,Libertarian,2018,congressional
Steve King,/candidate/10853/steve-king,won,Republican,2018,congressional
Edward Peterson,/candidate/184834/edward-peterson,lost,No Party Affiliation,2018,congressional
JD Scholten,/candidate/179231/jd-scholten,lost,Democratic,2018,congressional
Gordon Counsil,/candidate/151245/gordon-counsil,lost,Independent,2018,congressional
Paul Farmer,/candidate/183076/paul-farmer,lost,Independent,2018,congressional
Natalie Fleming,/candidate/183075/natalie-fleming,lost,Independent,2018,congressional
Russ Fulcher,/candidate/33091/russ-fulcher,won,Republican,2018,congressional
W. Scott Howard,/candidate/178821/w-scott-howard,lost,Libertarian,2018,congressional
Cristina McNeil,/candidate/178814/cristina-mcneil,lost,Democratic,2018,congressional
Pro-Life Pro-Life,/candidate/33099/pro-life-pro-life,lost,Constitution,2018,congressional
Michael Rath,/candidate/185823/michael-rath,lost,No Party Affiliation,2018,congressional
Mike Simpson,/candidate/2917/mike-simpson,won,Republican,2018,congressional
Aaron Swisher,/candidate/178822/aaron-swisher,lost,Democratic,2018,congressional
Thomas Rudbeck,/candidate/182711/thomas-rudbeck,lost,Independent,2018,congressional
Bobby Rush,/candidate/26831/bobby-rush,won,Democratic,2018,congressional
Jimmy Tillman II,/candidate/134933/jimmy-tillman-ii,lost,Republican,2018,congressional
Robin Kelly,/candidate/33384/robin-kelly,won,Democratic,2018,congressional
David Merkle,/candidate/177074/david-merkle,lost,Republican,2018,congressional
Art Jones,/candidate/18237/art-jones,lost,Republican,2018,congressional
Dan Lipinski,/candidate/33692/dan-lipinski,won,Democratic,2018,congressional
Chuy Garcia,/candidate/6261/chuy-garcia,won,Democratic,2018,congressional
Mark Lorch,/candidate/177078/mark-lorch,lost,Republican,2018,congressional
Tom Hanson,/candidate/33366/tom-hanson,lost,Republican,2018,congressional
Mike Quigley,/candidate/83310/mike-quigley,won,Democratic,2018,congressional
Sean Casten,/candidate/176982/sean-casten,won,Democratic,2018,congressional
Peter Roskam,/candidate/6382/peter-roskam,lost,Republican,2018,congressional
Craig Cameron,/candidate/176984/craig-cameron,lost,Republican,2018,congressional
Danny Davis,/candidate/233/danny-davis,won,Democratic,2018,congressional
JD Diganvker,/candidate/176987/jd-diganvker,lost,Republican,2018,congressional
Raja Krishnamoorthi,/candidate/117519/raja-krishnamoorthi,won,Democratic,2018,congressional
John Elleson,/candidate/176989/john-elleson,lost,Republican,2018,congressional
Jan Schakowsky,/candidate/6387/jan-schakowsky,won,Democratic,2018,congressional
Douglas Bennett,/candidate/176993/douglas-bennett,lost,Republican,2018,congressional
Brad Schneider,/candidate/134948/brad-schneider,won,Democratic,2018,congressional
Bill Foster,/candidate/101632/bill-foster,won,Democratic,2018,congressional
Jonathan Harlson,/candidate/182712/jonathan-harlson,lost,Independent,2018,congressional
Nick Stella,/candidate/166336/nick-stella,lost,Republican,2018,congressional
Randy Auxier,/candidate/177088/randy-auxier,lost,Green Party,2018,congressional
Mike Bost,/candidate/6302/mike-bost,won,Republican,2018,congressional
Brendan Kelly,/candidate/176995/brendan-kelly,lost,Democratic,2018,congressional
Rodney Davis,/candidate/9622/rodney-davis,won,Republican,2018,congressional
Betsy Londrigan,/candidate/176997/betsy-londrigan,lost,Democratic,2018,congressional
Randy Hultgren,/candidate/18199/randy-hultgren,lost,Republican,2018,congressional
Lauren Underwood,/candidate/177001/lauren-underwood,won,Democratic,2018,congressional
Kevin Gaither,/candidate/177004/kevin-gaither,lost,Democratic,2018,congressional
John Shimkus,/candidate/246/john-shimkus,won,Republican,2018,congressional
Sara Dady,/candidate/177006/sara-dady,lost,Democratic,2018,congressional
Adam Kinzinger,/candidate/116559/adam-kinzinger,won,Republican,2018,congressional
Cheri Bustos,/candidate/134964/cheri-bustos,won,Democratic,2018,congressional
Bill Fawell,/candidate/177008/bill-fawell,lost,Republican,2018,congressional
Darin LaHood,/candidate/128760/darin-lahood,won,Republican,2018,congressional
Junius Rodriguez,/candidate/173298/junius-rodriguez,lost,Democratic,2018,congressional
Mike Braun,/candidate/148564/mike-braun,won,Republican,2018,congressional
