name,url,status,party,year,election
Joel Britton,/candidate/1444/joel-britton,lost,Write-In,1992,congressional
Mr. President Carroll,/candidate/1438/mr-president-carroll,lost,Write-In,1992,congressional
John Cortese,/candidate/1523/john-cortese,lost,Write-In,1992,congressional
Dianne Feinstein,/candidate/53273/dianne-feinstein,won,Democratic,1992,congressional
June Genis,/candidate/1132/june-genis,lost,Libertarian,1992,congressional
Bruce Herschensohn,/candidate/1411/bruce-herschensohn,lost,Republican,1992,congressional
Gerald Horne,/candidate/1133/gerald-horne,lost,,1992,congressional
Jerome McCready,/candidate/22379/jerome-mccready,lost,,1992,congressional
Paul Meeuwenberg,/candidate/22072/paul-meeuwenberg,lost,,1992,congressional
John Seymour,/candidate/1131/john-seymour,lost,Republican,1992,congressional
Joe Swanson,/candidate/1503/joe-swanson,lost,Write-In,1992,congressional
Genevieve Torres,/candidate/1408/genevieve-torres,lost,Peace and Freedom,1992,congressional
Phil Baldwin,/candidate/1086/phil-baldwin,lost,,1992,congressional
Daniel Hamburg,/candidate/26729/daniel-hamburg,won,Democratic,1992,congressional
Matthew Howard,/candidate/1087/matthew-howard,lost,Libertarian,1992,congressional
Frank Riggs,/candidate/21903/frank-riggs,lost,Republican,1992,congressional
Elliot Roy Freedman,/candidate/1085/elliot-roy-freedman,lost,Democratic,1992,congressional
"Wally Herger, Jr.",/candidate/26728/wally-herger-jr,won,Republican,1992,congressional
Harry Hugh Pendery,/candidate/1084/harry-hugh-pendery,lost,Libertarian,1992,congressional
Ross Musgrave Crain,/candidate/1083/ross-musgrave-crain,lost,Libertarian,1992,congressional
Victor Fazio,/candidate/26731/victor-fazio,won,Democratic,1992,congressional
H.L. Richardson,/candidate/1082/hl-richardson,lost,Republican,1992,congressional
Don Brooksher,/candidate/1440/don-brooksher,lost,Write-In,1992,congressional
John Doolittle,/candidate/26743/john-doolittle,won,Republican,1992,congressional
Patricia Malberg,/candidate/1081/patricia-malberg,lost,Democratic,1992,congressional
Patrick Lee McHargue,/candidate/81/patrick-lee-mchargue,lost,Libertarian,1992,congressional
Jan Louis Bergeron,/candidate/1436/jan-louis-bergeron,lost,Write-In,1992,congressional
Robert Dinsmore,/candidate/82/robert-dinsmore,lost,Republican,1992,congressional
Tian Harter,/candidate/1079/tian-harter,lost,Green Party,1992,congressional
Robert Matsui,/candidate/26730/robert-matsui,won,Democratic,1992,congressional
Gordon Mors,/candidate/83/gordon-mors,lost,,1992,congressional
Chris Rufer,/candidate/1078/chris-rufer,lost,Libertarian,1992,congressional
Louis Beary,/candidate/22047/louis-beary,lost,Write-In,1992,congressional
Bill Filante,/candidate/1077/bill-filante,lost,Republican,1992,congressional
Claude Heater,/candidate/1446/claude-heater,lost,Write-In,1992,congressional
Lynn Woolsey,/candidate/26733/lynn-woolsey,won,Democratic,1992,congressional
David Franklin,/candidate/1074/david-franklin,lost,,1992,congressional
George Miller,/candidate/26734/george-miller,won,Democratic,1992,congressional
Dave Scholl,/candidate/1075/dave-scholl,lost,Republican,1992,congressional
Cesar Cadabes,/candidate/1073/cesar-cadabes,lost,,1992,congressional
James Elwood,/candidate/1072/james-elwood,lost,Libertarian,1992,congressional
Michael Goldwater,/candidate/1455/michael-goldwater,lost,Write-In,1992,congressional
Nancy Pelosi,/candidate/26732/nancy-pelosi,won,Democratic,1992,congressional
Marc Wolin,/candidate/1071/marc-wolin,lost,Republican,1992,congressional
Ronald Dellums,/candidate/26735/ronald-dellums,won,Democratic,1992,congressional
G. William Hunter,/candidate/1428/g-william-hunter,lost,Republican,1992,congressional
Dave Linn,/candidate/1070/dave-linn,lost,Peace and Freedom,1992,congressional
Omari Musa,/candidate/1468/omari-musa,lost,Write-In,1992,congressional
William Baker,/candidate/26738/william-baker,won,Republican,1992,congressional
Valerie Janlois,/candidate/96/valerie-janlois,lost,Write-In,1992,congressional
Wendell Williams,/candidate/1069/wendell-williams,lost,Democratic,1992,congressional
Dave Williams,/candidate/16884/dave-williams,lost,Write-In,1992,congressional
Patricia Garamendi,/candidate/1461/patricia-garamendi,lost,Democratic,1992,congressional
Richard Pombo,/candidate/26740/richard-pombo,won,Republican,1992,congressional
Christine Roberts,/candidate/1068/christine-roberts,lost,Libertarian,1992,congressional
Tom Lantos,/candidate/26739/tom-lantos,won,Democratic,1992,congressional
George O'Brien,/candidate/1066/george-obrien,lost,Libertarian,1992,congressional
Jim Tomlin,/candidate/1067/jim-tomlin,lost,Republican,1992,congressional
Mary Weldon,/candidate/1526/mary-weldon,lost,Peace and Freedom,1992,congressional
Roslyn Allen,/candidate/1465/roslyn-allen,lost,Peace and Freedom,1992,congressional
Pete Stark,/candidate/26736/pete-stark,won,Democratic,1992,congressional
Verne Teyler,/candidate/1403/verne-teyler,lost,Republican,1992,congressional
Anna Eshoo,/candidate/26741/anna-eshoo,won,Democratic,1992,congressional
Tom Huening,/candidate/1107/tom-huening,lost,Republican,1992,congressional
Dave Maginnis,/candidate/1517/dave-maginnis,lost,Write-In,1992,congressional
Chuck Olson,/candidate/1109/chuck-olson,lost,Libertarian,1992,congressional
Richard Sims,/candidate/1494/richard-sims,lost,Write-In,1992,congressional
David Wald,/candidate/1108/david-wald,lost,,1992,congressional
Duggan Dieterly,/candidate/1106/duggan-dieterly,lost,Libertarian,1992,congressional
Bill Futrell,/candidate/1513/bill-futrell,lost,Write-In,1992,congressional
Norman Mineta,/candidate/26742/norman-mineta,won,Democratic,1992,congressional
Robert Wick,/candidate/21908/robert-wick,lost,Republican,1992,congressional
Ted Bundesen,/candidate/1521/ted-bundesen,lost,Republican,1992,congressional
Don Edwards,/candidate/26737/don-edwards,won,Democratic,1992,congressional
Andrew Hunt,/candidate/1412/andrew-hunt,lost,Write-In,1992,congressional
Peter James,/candidate/1512/peter-james,lost,Write-In,1992,congressional
Amani Kuumba,/candidate/1105/amani-kuumba,lost,,1992,congressional
Carl Loeber,/candidate/1499/carl-loeber,lost,Write-In,1992,congressional
Bill McCampbell,/candidate/16522/bill-mccampbell,lost,Republican,1992,congressional
Leon Panetta,/candidate/1515/leon-panetta,won,Democratic,1992,congressional
Maureen Smith,/candidate/1103/maureen-smith,lost,,1992,congressional
John Wilkes,/candidate/1104/john-wilkes,lost,Libertarian,1992,congressional
Kim Almstrom,/candidate/1102/kim-almstrom,lost,Libertarian,1992,congressional
Gary Condit,/candidate/26744/gary-condit,won,Democratic,1992,congressional
Tal Cloud,/candidate/1101/tal-cloud,lost,Republican,1992,congressional
Richard Lehman,/candidate/26748/richard-lehman,won,Democratic,1992,congressional
Dorothy Wells,/candidate/1427/dorothy-wells,lost,Peace and Freedom,1992,congressional
"James Williams, Jr.",/candidate/1426/james-williams-jr,lost,Write-In,1992,congressional
Calvin Dooley,/candidate/26746/calvin-dooley,won,Democratic,1992,congressional
Ed Hunt,/candidate/1425/ed-hunt,lost,Republican,1992,congressional
Michael David Hodges,/candidate/132/michael-david-hodges,lost,Write-In,1992,congressional
William Thomas,/candidate/26747/william-thomas,won,Republican,1992,congressional
Deborah Vollmer,/candidate/131/deborah-vollmer,lost,Democratic,1992,congressional
Richard Bialosky,/candidate/1409/richard-bialosky,lost,Write-In,1992,congressional
W. Howard Dilbeck,/candidate/1099/w-howard-dilbeck,lost,Libertarian,1992,congressional
Michael Huffington,/candidate/26749/michael-huffington,won,Republican,1992,congressional
Mindy Lorenz,/candidate/1100/mindy-lorenz,lost,Green Party,1992,congressional
Gloria Ochoa,/candidate/1472/gloria-ochoa,lost,Democratic,1992,congressional
"Edward Dunbar, Jr.",/candidate/1491/edward-dunbar-jr,lost,Write-In,1992,congressional
Anita Perez Ferguson,/candidate/1422/anita-perez-ferguson,lost,Democratic,1992,congressional
Elton Gallegly,/candidate/26750/elton-gallegly,won,Republican,1992,congressional
Jay Wood,/candidate/1097/jay-wood,lost,Libertarian,1992,congressional
Anthony Beilenson,/candidate/26752/anthony-beilenson,won,Democratic,1992,congressional
John Lindblad,/candidate/1373/john-lindblad,lost,,1992,congressional
Tom McClintock,/candidate/9715/tom-mcclintock,lost,Republican,1992,congressional
Peggy Christensen,/candidate/1372/peggy-christensen,lost,Libertarian,1992,congressional
James Gilmartin,/candidate/1094/james-gilmartin,lost,Democratic,1992,congressional
Nancy Lawrence,/candidate/1092/nancy-lawrence,lost,,1992,congressional
Buck McKeon,/candidate/26755/buck-mckeon,won,Republican,1992,congressional
Rick Pamplin,/candidate/1410/rick-pamplin,lost,Independent,1992,congressional
Charles Wilken,/candidate/1095/charles-wilken,lost,Green Party,1992,congressional
Howard Berman,/candidate/26756/howard-berman,lost,Democratic,1992,congressional
Gary Forsch,/candidate/1371/gary-forsch,lost,Republican,1992,congressional
Margery Hinds,/candidate/1090/margery-hinds,lost,,1992,congressional
Bernard Zimring,/candidate/1091/bernard-zimring,lost,Libertarian,1992,congressional
Peter Robert Ballantyne,/candidate/1508/peter-robert-ballantyne,lost,Write-In,1992,congressional
Dennis Stephen Decherd,/candidate/1088/dennis-stephen-decherd,lost,Libertarian,1992,congressional
Margaret Edwards,/candidate/1421/margaret-edwards,lost,Peace and Freedom,1992,congressional
Doug Thompson Kahn,/candidate/154/doug-thompson-kahn,lost,Democratic,1992,congressional
Carlos Moorhead,/candidate/26751/carlos-moorhead,won,Republican,1992,congressional
Jesse Moorman,/candidate/1089/jesse-moorman,lost,Green Party,1992,congressional
Thomas Dominy,/candidate/1110/thomas-dominy,lost,Libertarian,1992,congressional
David Dreier,/candidate/26765/david-dreier,won,Republican,1992,congressional
Walt Contreras Sheasby,/candidate/158/walt-contreras-sheasby,lost,Green,1992,congressional
Al Wachtel,/candidate/1111/al-wachtel,lost,Democratic,1992,congressional
Susan Davies,/candidate/1445/susan-davies,lost,Peace and Freedom,1992,congressional
David Davis,/candidate/1496/david-davis,lost,Independent,1992,congressional
Mark Robbins,/candidate/1113/mark-robbins,lost,Republican,1992,congressional
Felix Tsvi Rogin,/candidate/1112/felix-tsvi-rogin,lost,Libertarian,1992,congressional
Yaakov Vann,/candidate/1456/yaakov-vann,lost,Write-In,1992,congressional
Henry Waxman,/candidate/26753/henry-waxman,won,Democratic,1992,congressional
Xavier Becerra,/candidate/26754/xavier-becerra,won,Democratic,1992,congressional
Blase Bonpane,/candidate/1114/blase-bonpane,lost,Green Party,1992,congressional
Andrew Consalvo,/candidate/1115/andrew-consalvo,lost,Libertarian,1992,congressional
Elizabeth Nakano,/candidate/1435/elizabeth-nakano,lost,Peace and Freedom,1992,congressional
Morry Waksberg,/candidate/1514/morry-waksberg,lost,Republican,1992,congressional
Alaric Arenander,/candidate/1093/alaric-arenander,lost,,1992,congressional
Reuben Franco,/candidate/1511/reuben-franco,lost,Republican,1992,congressional
Matthew Martinez,/candidate/26760/matthew-martinez,won,Democratic,1992,congressional
Julian Dixon,/candidate/26758/julian-dixon,won,Democratic,1992,congressional
Carole Lynn Lesnick-Beltran,/candidate/1437/carole-lynn-lesnick-beltran,lost,Write-In,1992,congressional
"Robert Weber, Jr.",/candidate/9774/robert-weber-jr,lost,Libertarian,1992,congressional
William Williams,/candidate/1116/william-williams,lost,,1992,congressional
Tim Delia,/candidate/1454/tim-delia,lost,Peace and Freedom,1992,congressional
Rob Guzman,/candidate/16647/rob-guzman,lost,Republican,1992,congressional
Dale Olvera,/candidate/1117/dale-olvera,lost,Libertarian,1992,congressional
Lucille Roybal-Allard,/candidate/26766/lucille-roybal-allard,won,Democratic,1992,congressional
Sark Peha,/candidate/144041/sark-peha,unknown,Justice Party of Connecticut,1992,congressional
Carl Swinney,/candidate/1118/carl-swinney,lost,Libertarian,1992,congressional
Esteban Edward Torres,/candidate/26764/esteban-edward-torres,won,Democratic,1992,congressional
M. V. Paul Worland,/candidate/1423/m-v-paul-worland,lost,Write-In,1992,congressional
Gordon Michael Mego,/candidate/505/gordon-michael-mego,lost,Write-In,1992,congressional
Alice Mae Miles,/candidate/1510/alice-mae-miles,lost,Peace and Freedom,1992,congressional
Carin Rogers,/candidate/1376/carin-rogers,lost,Libertarian,1992,congressional
Nathan Lee Truman,/candidate/1119/nathan-lee-truman,lost,Republican,1992,congressional
Maxine Waters,/candidate/26759/maxine-waters,won,Democratic,1992,congressional
Marc Denny,/candidate/1121/marc-denny,lost,Libertarian,1992,congressional
Joan Milke Flores,/candidate/1490/joan-milke-flores,lost,Republican,1992,congressional
Richard Greene,/candidate/1120/richard-greene,lost,Green Party,1992,congressional
Jane Harman,/candidate/26768/jane-harman,won,Democratic,1992,congressional
Larry Martz,/candidate/1519/larry-martz,lost,Write-In,1992,congressional
Owen Staley,/candidate/1122/owen-staley,lost,,1992,congressional
B. Kwaku Duren,/candidate/1123/b-kwaku-duren,lost,,1992,congressional
Walter Tucker III,/candidate/26761/walter-tucker-iii,won,Democratic,1992,congressional
Blake Ashley,/candidate/1124/blake-ashley,lost,Libertarian,1992,congressional
Evan Anderson Braude,/candidate/1126/evan-anderson-braude,lost,Democratic,1992,congressional
"James Brown, Sr.",/candidate/1453/james-brown-sr,lost,Write-In,1992,congressional
Paul Burton,/candidate/1125/paul-burton,lost,,1992,congressional
Stephen Horn,/candidate/26762/stephen-horn,won,Republican,1992,congressional
"Roy Lydell Venable, Jr.",/candidate/1460/roy-lydell-venable-jr,lost,Write-In,1992,congressional
Jack Dean,/candidate/188/jack-dean,lost,Libertarian,1992,congressional
Molly McClanahan,/candidate/1127/molly-mcclanahan,lost,Democratic,1992,congressional
Ed Royce,/candidate/26772/ed-royce,won,Republican,1992,congressional
Margie Akin,/candidate/1470/margie-akin,lost,Peace and Freedom,1992,congressional
Jerry Lewis,/candidate/26769/jerry-lewis,won,Republican,1992,congressional
Donald Myers Rusk,/candidate/1128/donald-myers-rusk,lost,Democratic,1992,congressional
Bob Baker,/candidate/1129/bob-baker,lost,Democratic,1992,congressional
Jay Kim,/candidate/26775/jay-kim,won,Republican,1992,congressional
Mike Noonan,/candidate/1130/mike-noonan,lost,,1992,congressional
"George Brown, Jr.",/candidate/26767/george-brown-jr,won,Democratic,1992,congressional
Dick Rutan,/candidate/1458/dick-rutan,lost,Republican,1992,congressional
Fritz Ward,/candidate/1149/fritz-ward,lost,Libertarian,1992,congressional
Gene Berkman,/candidate/194/gene-berkman,lost,Libertarian,1992,congressional
Ken Calvert,/candidate/26777/ken-calvert,won,Republican,1992,congressional
Gary Odom,/candidate/1148/gary-odom,lost,,1992,congressional
John Schwab,/candidate/1489/john-schwab,lost,Write-In,1992,congressional
Mark Takano,/candidate/22337/mark-takano,lost,Democratic,1992,congressional
Al McCandless,/candidate/26770/al-mccandless,won,Republican,1992,congressional
Georgia Smith,/candidate/1147/georgia-smith,lost,Democratic,1992,congressional
Phil Turner,/candidate/9718/phil-turner,lost,Libertarian,1992,congressional
John Yench,/candidate/1407/john-yench,lost,Write-In,1992,congressional
Gary David Copeland,/candidate/1374/gary-david-copeland,lost,Libertarian,1992,congressional
Patricia McCabe,/candidate/1475/patricia-mccabe,lost,Democratic,1992,congressional
Dana Rohrabacher,/candidate/26763/dana-rohrabacher,won,Republican,1992,congressional
Robert Banuelos,/candidate/1146/robert-banuelos,lost,Democratic,1992,congressional
Robert Dornan,/candidate/26757/robert-dornan,won,Republican,1992,congressional
Richard Newhouse,/candidate/190/richard-newhouse,lost,Libertarian,1992,congressional
John Anwiler,/candidate/1145/john-anwiler,lost,Democratic,1992,congressional
Barry Charles,/candidate/1441/barry-charles,lost,Write-In,1992,congressional
Christopher Cox,/candidate/26773/christopher-cox,won,Republican,1992,congressional
Maxine Quirk,/candidate/1144/maxine-quirk,lost,,1992,congressional
Michael Farber,/candidate/1143/michael-farber,lost,Democratic,1992,congressional
Ted Lowe,/candidate/1142/ted-lowe,lost,Libertarian,1992,congressional
Ronald Packard,/candidate/26778/ronald-packard,won,Republican,1992,congressional
Donna White,/candidate/22065/donna-white,lost,Peace and Freedom,1992,congressional
Judy Jarvis,/candidate/1140/judy-jarvis,lost,Republican,1992,congressional
Lynn Schenk,/candidate/26771/lynn-schenk,won,Democratic,1992,congressional
Perry Thompson,/candidate/1466/perry-thompson,lost,Write-In,1992,congressional
John Wallner,/candidate/1141/john-wallner,lost,Libertarian,1992,congressional
Milton Zaslow,/candidate/1431/milton-zaslow,lost,Peace and Freedom,1992,congressional
Roger Batchelder,/candidate/1478/roger-batchelder,lost,Peace and Freedom,1992,congressional
Bob Filner,/candidate/26774/bob-filner,won,Democratic,1992,congressional
Barbara Hutchinson,/candidate/1138/barbara-hutchinson,lost,Libertarian,1992,congressional
Lincoln Pickard,/candidate/1525/lincoln-pickard,lost,Write-In,1992,congressional
Tony Valencia,/candidate/1139/tony-valencia,lost,Republican,1992,congressional
Randall Cunningham,/candidate/26779/randall-cunningham,won,Republican,1992,congressional
Bea Herbert,/candidate/1137/bea-herbert,lost,Democratic,1992,congressional
William Terry Holmes,/candidate/1135/william-terry-holmes,lost,Libertarian,1992,congressional
Kathleen Johnson,/candidate/1416/kathleen-johnson,lost,Write-In,1992,congressional
Miriam McCombe Clark,/candidate/220/miriam-mccombe-clark,lost,Peace and Freedom,1992,congressional
Richard Roe,/candidate/1136/richard-roe,lost,Green Party,1992,congressional
Janet Manly Gastil,/candidate/9746/janet-manly-gastil,lost,Democratic,1992,congressional
Dennis Gretsinger,/candidate/1504/dennis-gretsinger,lost,Peace and Freedom,1992,congressional
Duncan Hunter,/candidate/26776/duncan-hunter,won,Republican,1992,congressional
David Marmon,/candidate/1509/david-marmon,lost,Write-In,1992,congressional
Joseph Blackwood Shea,/candidate/1134/joseph-blackwood-shea,lost,Libertarian,1992,congressional
Ben Campbell,/candidate/53275/ben-campbell,won,Democratic,1992,congressional
Terry Considine,/candidate/1537/terry-considine,lost,Republican,1992,congressional
Hue Futch,/candidate/1529/hue-futch,lost,Write-In,1992,congressional
Richard Grimes,/candidate/1534/richard-grimes,lost,,1992,congressional
Matt Noah,/candidate/1543/matt-noah,lost,,1992,congressional
Dan Winters,/candidate/1539/dan-winters,lost,Independent,1992,congressional
Raymond Diaz Aragon,/candidate/1532/raymond-diaz-aragon,lost,Republican,1992,congressional
Daniel Joseph King,/candidate/1527/daniel-joseph-king,lost,Write-In,1992,congressional
Pat Schroeder,/candidate/26780/pat-schroeder,won,Democratic,1992,congressional
Bryan Day,/candidate/1536/bryan-day,lost,Republican,1992,congressional
David Skaggs,/candidate/26781/david-skaggs,won,Democratic,1992,congressional
Vern Tharp,/candidate/1540/vern-tharp,lost,,1992,congressional
Mike Callihan,/candidate/1151/mike-callihan,lost,Democratic,1992,congressional
Jim Hayes,/candidate/1547/jim-hayes,lost,Write-In,1992,congressional
Scott McInnis,/candidate/26782/scott-mcinnis,won,Republican,1992,congressional
Ki Nelson,/candidate/1542/ki-nelson,lost,,1992,congressional
Wayne Allard,/candidate/26783/wayne-allard,won,Republican,1992,congressional
Tom Redder,/candidate/1546/tom-redder,lost,Democratic,1992,congressional
Keith Hamburger,/candidate/1152/keith-hamburger,lost,,1992,congressional
Joel Hefley,/candidate/26784/joel-hefley,won,Republican,1992,congressional
Charles Oriez,/candidate/1548/charles-oriez,lost,Democratic,1992,congressional
Earl Higgerson,/candidate/1530/earl-higgerson,lost,Write-In,1992,congressional
Tom Kolbe,/candidate/1153/tom-kolbe,lost,Democratic,1992,congressional
Daniel Schaefer,/candidate/26785/daniel-schaefer,won,Republican,1992,congressional
Clarisse DiCandia,/candidate/1555/clarisse-dicandia,lost,Write-In,1992,congressional
Chris Dodd,/candidate/53277/chris-dodd,won,Democratic,1992,congressional
"Howard Grayson, Jr.",/candidate/1155/howard-grayson-jr,lost,Libertarian,1992,congressional
Richard Gregory,/candidate/1559/richard-gregory,lost,Concerned Citizens,1992,congressional
Brook Johnson,/candidate/1154/brook-johnson,lost,Republican,1992,congressional
Peter Rumbin,/candidate/1554/peter-rumbin,lost,Write-In,1992,congressional
Will Wilkin,/candidate/1570/will-wilkin,lost,Write-In,1992,congressional
Gary Garneau,/candidate/22250/gary-garneau,lost,Concerned Citizens,1992,congressional
Thomas Hall,/candidate/931/thomas-hall,lost,Write-In,1992,congressional
Barbara Bailey Kennelly,/candidate/26786/barbara-bailey-kennelly,won,Democratic,1992,congressional
Philip Steele,/candidate/1156/philip-steele,lost,Republican,1992,congressional
Sam Gejdenson,/candidate/26787/sam-gejdenson,won,Democratic,1992,congressional
Edward Munster,/candidate/740/edward-munster,lost,Republican,1992,congressional
Rosa DeLauro,/candidate/26788/rosa-delauro,won,Democratic,1992,congressional
Peter Krala,/candidate/1566/peter-krala,lost,Write-In,1992,congressional
William Russell,/candidate/1557/william-russell,lost,Write-In,1992,congressional
Tom Scott,/candidate/22468/tom-scott,lost,Republican,1992,congressional
Ronald Fried,/candidate/1575/ronald-fried,lost,Natural Law Party,1992,congressional
Dave Schropfer,/candidate/1157/dave-schropfer,lost,Democratic,1992,congressional
Christopher Shays,/candidate/26789/christopher-shays,won,Republican,1992,congressional
Al Smith,/candidate/1556/al-smith,lost,,1992,congressional
Edward Tonkin,/candidate/883/edward-tonkin,lost,Write-In,1992,congressional
Gary Franks,/candidate/26790/gary-franks,won,Republican,1992,congressional
David LaPointe,/candidate/1572/david-lapointe,lost,Petitioning Candidate,1992,congressional
James Lawlor,/candidate/1567/james-lawlor,lost,Democratic,1992,congressional
Bernard Nevas,/candidate/15150/bernard-nevas,lost,,1992,congressional
Rosita Rodriguez,/candidate/22249/rosita-rodriguez,lost,Concerned Citizens,1992,congressional
Lynn Taborsak,/candidate/1553/lynn-taborsak,lost,,1992,congressional
Ralph Economu,/candidate/1576/ralph-economu,lost,Petitioning Candidate,1992,congressional
