name,url,status,party,year,election
John Boozman,/candidate/27958/john-boozman,won,Republican,2008,congressional
Abel Tomlinson,/candidate/105119/abel-tomlinson,lost,Green Party,2008,congressional
Josh Drake,/candidate/105120/josh-drake,lost,Green Party,2008,congressional
Mike Ross,/candidate/24571/mike-ross,won,Democratic,2008,congressional
Thane Eichenauer,/candidate/110666/thane-eichenauer,lost,Libertarian,2008,congressional
Sydney Hay,/candidate/28121/sydney-hay,lost,Republican,2008,congressional
Ann Kirkpatrick,/candidate/28425/ann-kirkpatrick,won,Democratic,2008,congressional
Brent Maupin,/candidate/107618/brent-maupin,lost,Independent,2008,congressional
William Crum,/candidate/28401/william-crum,lost,Green,2008,congressional
Trent Franks,/candidate/28399/trent-franks,won,Republican,2008,congressional
Powell Gammill,/candidate/28430/powell-gammill,lost,Libertarian,2008,congressional
John Thrasher,/candidate/67902/john-thrasher,lost,Democratic,2008,congressional
Robert Lord,/candidate/106376/robert-lord,lost,Democratic,2008,congressional
John Shadegg,/candidate/22186/john-shadegg,won,Republican,2008,congressional
Michael Shoen,/candidate/106377/michael-shoen,lost,Libertarian,2008,congressional
Joe Cobb,/candidate/68729/joe-cobb,lost,Libertarian,2008,congressional
Rebecca Dewitt,/candidate/106378/rebecca-dewitt,lost,Green,2008,congressional
Don Karg,/candidate/28408/don-karg,lost,Republican,2008,congressional
Ed Pastor,/candidate/26719/ed-pastor,won,Democratic,2008,congressional
Harry Mitchell,/candidate/16369/harry-mitchell,won,Democratic,2008,congressional
David Schweikert,/candidate/106387/david-schweikert,lost,Republican,2008,congressional
Warren Severin,/candidate/28314/warren-severin,lost,Libertarian,2008,congressional
Rick Biondi,/candidate/106391/rick-biondi,lost,Libertarian,2008,congressional
Jeff Flake,/candidate/28128/jeff-flake,won,Republican,2008,congressional
Becky Schneider,/candidate/106389/becky-schneider,lost,Democratic,2008,congressional
Raul Grijalva,/candidate/28253/raul-grijalva,won,Democratic,2008,congressional
Raymond Petrulsky,/candidate/110667/raymond-petrulsky,lost,Libertarian,2008,congressional
Joe Sweeney,/candidate/1055/joe-sweeney,lost,Republican,2008,congressional
Timothy Bee,/candidate/28381/timothy-bee,lost,Republican,2008,congressional
Paul Davis,/candidate/110668/paul-davis,lost,Libertarian,2008,congressional
Gabrielle Giffords,/candidate/28507/gabrielle-giffords,won,Democratic,2008,congressional
Zane Starkewolf,/candidate/104221/zane-starkewolf,lost,Republican,2008,congressional
Mike Thompson,/candidate/3564/mike-thompson,won,Democratic,2008,congressional
Carol Wolman,/candidate/104223/carol-wolman,lost,Green,2008,congressional
"Wally Herger, Jr.",/candidate/26728/wally-herger-jr,won,Republican,2008,congressional
Jeffrey Morris,/candidate/81784/jeffrey-morris,lost,Democratic,2008,congressional
William Durston,/candidate/59796/william-durston,lost,Democratic,2008,congressional
Dan Lungren,/candidate/16730/dan-lungren,won,Republican,2008,congressional
Dina Padilla,/candidate/104231/dina-padilla,lost,Peace and Freedom,2008,congressional
Art Tuma,/candidate/16540/art-tuma,lost,Libertarian,2008,congressional
Charles Brown,/candidate/59800/charles-brown,lost,Democratic,2008,congressional
Tom McClintock,/candidate/9715/tom-mcclintock,won,Republican,2008,congressional
Doris Matsui,/candidate/28593/doris-matsui,won,Democratic,2008,congressional
LR Roberts,/candidate/104244/lr-roberts,lost,Peace and Freedom,2008,congressional
Paul Smith,/candidate/104243/paul-smith,lost,Republican,2008,congressional
Michael Halliwell,/candidate/59805/michael-halliwell,lost,Republican,2008,congressional
Joel Smolen,/candidate/29302/joel-smolen,lost,Libertarian,2008,congressional
Lynn Woolsey,/candidate/26733/lynn-woolsey,won,Democratic,2008,congressional
William Callison,/candidate/22048/william-callison,lost,Peace and Freedom,2008,congressional
Camden McConnell,/candidate/59809/camden-mcconnell,lost,Libertarian,2008,congressional
George Miller,/candidate/26734/george-miller,won,Democratic,2008,congressional
Roger Petersen,/candidate/104247/roger-petersen,lost,Republican,2008,congressional
Philip Berg,/candidate/59813/philip-berg,lost,Libertarian,2008,congressional
Nancy Pelosi,/candidate/26732/nancy-pelosi,won,Democratic,2008,congressional
Cindy Sheehan,/candidate/105373/cindy-sheehan,lost,Independent,2008,congressional
Dana Walsh,/candidate/104253/dana-walsh,lost,Republican,2008,congressional
Jim Eyer,/candidate/29081/jim-eyer,lost,Libertarian,2008,congressional
Charles Hargrave,/candidate/29718/charles-hargrave,lost,Republican,2008,congressional
Barbara Lee,/candidate/8315/barbara-lee,won,Democratic,2008,congressional
Nicholas Gerber,/candidate/104254/nicholas-gerber,lost,Republican,2008,congressional
Eugene Ruyle,/candidate/104255/eugene-ruyle,lost,Peace and Freedom,2008,congressional
Ellen Tauscher,/candidate/94/ellen-tauscher,won,Democratic,2008,congressional
Dean Andal,/candidate/104256/dean-andal,lost,Republican,2008,congressional
Jerry McNerney,/candidate/29474/jerry-mcnerney,won,Democratic,2008,congressional
Greg Conlon,/candidate/102994/greg-conlon,lost,Republican,2008,congressional
Barry Hermanson,/candidate/28783/barry-hermanson,lost,Green,2008,congressional
Michelle McMurry,/candidate/102992/michelle-mcmurry,lost,Democratic,2008,congressional
Mike Moloney,/candidate/16877/mike-moloney,lost,Republican,2008,congressional
Jackie Speier,/candidate/8425/jackie-speier,won,Democratic,2008,congressional
Greg Conlon,/candidate/102994/greg-conlon,lost,Republican,2008,congressional
Barry Hermanson,/candidate/28783/barry-hermanson,lost,Green,2008,congressional
Nathalie Hrizi,/candidate/104259/nathalie-hrizi,lost,"Party for Socialism and Liberation, Peace and Freedom",2008,congressional
Kevin Peterson,/candidate/104258/kevin-peterson,lost,Libertarian,2008,congressional
Jackie Speier,/candidate/8425/jackie-speier,won,Democratic,2008,congressional
Raymond Chui,/candidate/104260/raymond-chui,lost,Republican,2008,congressional
Pete Stark,/candidate/26736/pete-stark,won,Democratic,2008,congressional
Carol Brouillet,/candidate/56920/carol-brouillet,lost,Green,2008,congressional
Anna Eshoo,/candidate/26741/anna-eshoo,won,Democratic,2008,congressional
Brian Holtz,/candidate/29084/brian-holtz,lost,Libertarian,2008,congressional
Ronny Santana,/candidate/104261/ronny-santana,lost,Republican,2008,congressional
Joyce Cordi,/candidate/104262/joyce-cordi,lost,Republican,2008,congressional
Mike Honda,/candidate/9674/mike-honda,won,Democratic,2008,congressional
Peter Myers,/candidate/104263/peter-myers,lost,Green,2008,congressional
Zoe Lofgren,/candidate/21899/zoe-lofgren,won,Democratic,2008,congressional
Steven Wells,/candidate/104264/steven-wells,lost,Libertarian,2008,congressional
Charel Winston,/candidate/56921/charel-winston,lost,Republican,2008,congressional
Sam Farr,/candidate/26745/sam-farr,won,Democratic,2008,congressional
Jeffrey Taylor,/candidate/104265/jeffrey-taylor,lost,Republican,2008,congressional
Dennis Cardoza,/candidate/9680/dennis-cardoza,won,Democratic,2008,congressional
George Radanovich,/candidate/21911/george-radanovich,won,Republican,2008,congressional
Jim Costa,/candidate/3577/jim-costa,won,Democratic,2008,congressional
Jim Lopez,/candidate/104266/jim-lopez,lost,Republican,2008,congressional
Larry Johnson,/candidate/104267/larry-johnson,lost,Democratic,2008,congressional
Devin Nunes,/candidate/16725/devin-nunes,won,Republican,2008,congressional
Kevin McCarthy,/candidate/28918/kevin-mccarthy,won,Republican,2008,congressional
Lois Capps,/candidate/16886/lois-capps,won,Democratic,2008,congressional
Matt Kokkonen,/candidate/28575/matt-kokkonen,lost,Republican,2008,congressional
Elton Gallegly,/candidate/26750/elton-gallegly,won,Republican,2008,congressional
Marta Jorgensen,/candidate/104268/marta-jorgensen,lost,Democratic,2008,congressional
Jackie Conaway,/candidate/104270/jackie-conaway,lost,Democratic,2008,congressional
Buck McKeon,/candidate/26755/buck-mckeon,won,Republican,2008,congressional
Ted Brown,/candidate/9771/ted-brown,lost,Libertarian,2008,congressional
David Dreier,/candidate/26765/david-dreier,won,Republican,2008,congressional
Russell Warner,/candidate/59822/russell-warner,lost,Democratic,2008,congressional
Tim Denton,/candidate/104272/tim-denton,lost,Libertarian,2008,congressional
Brad Sherman,/candidate/142/brad-sherman,won,Democratic,2008,congressional
Navraj Singh,/candidate/104271/navraj-singh,lost,Republican,2008,congressional
Howard Berman,/candidate/26756/howard-berman,won,Democratic,2008,congressional
Charles Hahn,/candidate/104273/charles-hahn,lost,Republican,2008,congressional
Alan Pyeatt,/candidate/104274/alan-pyeatt,lost,Libertarian,2008,congressional
Adam Schiff,/candidate/9489/adam-schiff,won,Democratic,2008,congressional
Henry Waxman,/candidate/26753/henry-waxman,won,Democratic,2008,congressional
Xavier Becerra,/candidate/26754/xavier-becerra,won,Democratic,2008,congressional
Hilda Solis,/candidate/3585/hilda-solis,won,Democratic,2008,congressional
David Crowley II,/candidate/104275/david-crowley-ii,lost,Republican,2008,congressional
Diane Watson,/candidate/3587/diane-watson,won,Democratic,2008,congressional
Christopher Balding,/candidate/104276/christopher-balding,lost,Republican,2008,congressional
Lucille Roybal-Allard,/candidate/26766/lucille-roybal-allard,won,Democratic,2008,congressional
Ted Hayes,/candidate/104277/ted-hayes,lost,Republican,2008,congressional
Herbert Peters,/candidate/29387/herbert-peters,lost,Libertarian,2008,congressional
Maxine Waters,/candidate/26759/maxine-waters,won,Democratic,2008,congressional
Brian Gibson,/candidate/57295/brian-gibson,lost,Republican,2008,congressional
Jane Harman,/candidate/26768/jane-harman,won,Democratic,2008,congressional
Nick Dibs,/candidate/110228/nick-dibs,lost,Independent,2008,congressional
Laura Richardson,/candidate/69508/laura-richardson,won,Democratic,2008,congressional
Christopher Agrella,/candidate/104278/christopher-agrella,lost,Libertarian,2008,congressional
Grace Napolitano,/candidate/8393/grace-napolitano,won,Democratic,2008,congressional
Diane Lenning,/candidate/104279/diane-lenning,lost,Republican,2008,congressional
Linda Sánchez,/candidate/29674/linda-sanchez,won,Democratic,2008,congressional
Christina Avalos,/candidate/16668/christina-avalos,lost,Democratic,2008,congressional
Ed Royce,/candidate/26772/ed-royce,won,Republican,2008,congressional
Jerry Lewis,/candidate/26769/jerry-lewis,won,Republican,2008,congressional
Tim Prince,/candidate/104283/tim-prince,lost,Democratic,2008,congressional
Edwin Chau,/candidate/104286/edwin-chau,lost,Democratic,2008,congressional
Gary Miller,/candidate/8346/gary-miller,won,Republican,2008,congressional
"Joe Baca, Sr.",/candidate/8039/joe-baca-sr,won,Democratic,2008,congressional
John Roberts,/candidate/71002/john-roberts,lost,Republican,2008,congressional
Ken Calvert,/candidate/26777/ken-calvert,won,Republican,2008,congressional
William Hedrick,/candidate/104290/william-hedrick,lost,Democratic,2008,congressional
Mary Bono Mack,/candidate/1434/mary-bono-mack,won,Republican,2008,congressional
Julie Bornstein,/candidate/104291/julie-bornstein,lost,Democratic,2008,congressional
Debbie Cook,/candidate/70125/debbie-cook,lost,Democratic,2008,congressional
Ernst Gasteiger,/candidate/104297/ernst-gasteiger,lost,Libertarian,2008,congressional
Thomas Lash,/candidate/29203/thomas-lash,lost,Green,2008,congressional
Dana Rohrabacher,/candidate/26763/dana-rohrabacher,won,Republican,2008,congressional
Rosemarie Avila,/candidate/57330/rosemarie-avila,lost,Republican,2008,congressional
Robert Lauten,/candidate/104298/robert-lauten,lost,American Independent,2008,congressional
Loretta Sanchez,/candidate/203/loretta-sanchez,won,Democratic,2008,congressional
John Campbell III,/candidate/29368/john-campbell-iii,won,Republican,2008,congressional
Donald Patterson,/candidate/104299/donald-patterson,lost,Libertarian,2008,congressional
Steve Young,/candidate/58713/steve-young,lost,Democratic,2008,congressional
Lars Grossmith,/candidate/29434/lars-grossmith,lost,Libertarian,2008,congressional
Robert Hamilton,/candidate/104300/robert-hamilton,lost,Democratic,2008,congressional
Darrell Issa,/candidate/16553/darrell-issa,won,Republican,2008,congressional
Brian Bilbray,/candidate/21916/brian-bilbray,won,Republican,2008,congressional
Wayne Dunlap,/candidate/104303/wayne-dunlap,lost,Libertarian,2008,congressional
Nick Leibham,/candidate/104302/nick-leibham,lost,Democratic,2008,congressional
Bob Filner,/candidate/26774/bob-filner,won,Democratic,2008,congressional
David Joy,/candidate/104305/david-joy,lost,Republican,2008,congressional
Dan Litwin,/candidate/57353/dan-litwin,lost,Libertarian,2008,congressional
Mike Benoit,/candidate/29420/mike-benoit,lost,Libertarian,2008,congressional
Duncan Hunter,/candidate/104308/duncan-hunter,won,Republican,2008,congressional
Mike Lumpkin,/candidate/104307/mike-lumpkin,lost,Democratic,2008,congressional
Michael Crimmins,/candidate/104313/michael-crimmins,lost,Republican,2008,congressional
Susan Davis,/candidate/8168/susan-davis,won,Democratic,2008,congressional
Edward Teyssier,/candidate/16797/edward-teyssier,lost,Libertarian,2008,congressional
Douglas Campbell,/candidate/29892/douglas-campbell,lost,American Constitution Party,2008,congressional
Bob Kinsey,/candidate/30118/bob-kinsey,lost,Green Party,2008,congressional
Robert Schaffer,/candidate/568/robert-schaffer,lost,Republican,2008,congressional
Mark Udall,/candidate/12329/mark-udall,won,Democratic,2008,congressional
Martin Buchanan,/candidate/109810/martin-buchanan,lost,Libertarian,2008,congressional
Diana DeGette,/candidate/561/diana-degette,won,Democratic,2008,congressional
George Lilly,/candidate/30070/george-lilly,lost,Republican,2008,congressional
Joseph Calhoun,/candidate/69360/joseph-calhoun,lost,Green Party,2008,congressional
Bill Hammons,/candidate/108538/bill-hammons,lost,Unity Party,2008,congressional
Jared Polis,/candidate/106220/jared-polis,won,Democratic,2008,congressional
Scott Starin,/candidate/107226/scott-starin,lost,Republican,2008,congressional
John Salazar,/candidate/29778/john-salazar,won,Democratic,2008,congressional
Wayne Wolf,/candidate/82342/wayne-wolf,lost,Republican,2008,congressional
Betsy Markey,/candidate/106225/betsy-markey,won,Democratic,2008,congressional
Marilyn Musgrave,/candidate/2703/marilyn-musgrave,lost,Republican,2008,congressional
Hal Bidlack,/candidate/106226/hal-bidlack,lost,Democratic,2008,congressional
Doug Lamborn,/candidate/2698/doug-lamborn,won,Republican,2008,congressional
Brian Scott,/candidate/109811/brian-scott,lost,American Constitution Party,2008,congressional
Michael Coffman,/candidate/1535/michael-coffman,won,Republican,2008,congressional
Hank Eng,/candidate/106228/hank-eng,lost,Democratic,2008,congressional
John Lerew,/candidate/106236/john-lerew,lost,Republican,2008,congressional
Ed Perlmutter,/candidate/2653/ed-perlmutter,won,Democratic,2008,congressional
Stephen Fournier,/candidate/110673/stephen-fournier,lost,Green Party,2008,congressional
John Larson,/candidate/17188/john-larson,won,"Democratic, Working Families",2008,congressional
Joe Visconti,/candidate/105795/joe-visconti,lost,Republican,2008,congressional
Joe Courtney,/candidate/30333/joe-courtney,won,"Democratic, Working Families",2008,congressional
Scott Deshefy,/candidate/110706/scott-deshefy,lost,Green Party,2008,congressional
Sean Sullivan,/candidate/106740/sean-sullivan,lost,Republican,2008,congressional
Rosa DeLauro,/candidate/26788/rosa-delauro,won,"Democratic, Working Families",2008,congressional
Ralph Ferrucci,/candidate/30513/ralph-ferrucci,lost,Green Party,2008,congressional
Bo Itshaky,/candidate/68390/bo-itshaky,lost,Republican,2008,congressional
Michael Carrano,/candidate/110707/michael-carrano,lost,Libertarian,2008,congressional
Richard Duffee,/candidate/68807/richard-duffee,lost,Green Party,2008,congressional
Jim Himes,/candidate/106744/jim-himes,won,"Democratic, Working Families",2008,congressional
Christopher Shays,/candidate/26789/christopher-shays,lost,Republican,2008,congressional
Harold Burbank II,/candidate/110708/harold-burbank-ii,lost,Green Party,2008,congressional
David Cappiello,/candidate/7147/david-cappiello,lost,Republican,2008,congressional
Chris Murphy,/candidate/17189/chris-murphy,won,"Democratic, Working Families",2008,congressional
Thomas Winn,/candidate/110682/thomas-winn,lost,Independent,2008,congressional
"Joe Biden, Jr.",/candidate/53279/joe-biden-jr,won,Democratic,2008,congressional
Christine O'Donnell,/candidate/65777/christine-odonnell,lost,Republican,2008,congressional
Mike Castle,/candidate/26792/mike-castle,won,Republican,2008,congressional
Karen Hartley-Nagle,/candidate/30685/karen-hartley-nagle,lost,Democratic,2008,congressional
Mark Parks,/candidate/110569/mark-parks,lost,Libertarian,2008,congressional
Jim Bryan,/candidate/107652/jim-bryan,lost,Democratic,2008,congressional
Jeff Miller,/candidate/17276/jeff-miller,won,Republican,2008,congressional
"Allen Boyd, Jr.",/candidate/729/allen-boyd-jr,won,Democratic,2008,congressional
Mark Mulligan,/candidate/107669/mark-mulligan,lost,Republican,2008,congressional
Corrine Brown,/candidate/26797/corrine-brown,won,Democratic,2008,congressional
Ander Crenshaw,/candidate/31130/ander-crenshaw,won,Republican,2008,congressional
Jay McGovern,/candidate/107682/jay-mcgovern,lost,Democratic,2008,congressional
Ginny Brown-Waite,/candidate/8077/ginny-brown-waite,won,Republican,2008,congressional
John Russell,/candidate/30887/john-russell,lost,Democratic,2008,congressional
Tim Cunha,/candidate/107698/tim-cunha,lost,Democratic,2008,congressional
Cliff Stearns,/candidate/26803/cliff-stearns,won,Republican,2008,congressional
Faye Armitage,/candidate/107702/faye-armitage,lost,Democratic,2008,congressional
John Mica,/candidate/26805/john-mica,won,Republican,2008,congressional
Alexander Fry,/candidate/110460/alexander-fry,lost,,2008,congressional
Alan Grayson,/candidate/68184/alan-grayson,won,Democratic,2008,congressional
Richard Keller,/candidate/30865/richard-keller,lost,Republican,2008,congressional
Gus Bilirakis,/candidate/17318/gus-bilirakis,won,Republican,2008,congressional
Richard Emmons,/candidate/107733/richard-emmons,lost,Term Limits Party,2008,congressional
John Kalimnios,/candidate/107735/john-kalimnios,lost,No Party Affiliation,2008,congressional
Bill Mitchell,/candidate/30907/bill-mitchell,lost,Democratic,2008,congressional
Bob Hackworth,/candidate/73495/bob-hackworth,lost,Democratic,2008,congressional
Bill Young,/candidate/26802/bill-young,won,Republican,2008,congressional
"Eddie Adams, Jr.",/candidate/68194/eddie-adams-jr,lost,Republican,2008,congressional
Kathy Castor,/candidate/53825/kathy-castor,won,Democratic,2008,congressional
Adam Putnam,/candidate/12913/adam-putnam,won,Republican,2008,congressional
Doug Tudor,/candidate/107754/doug-tudor,lost,Democratic,2008,congressional
Don Baldauf,/candidate/107760/don-baldauf,lost,No Party Affiliation,2008,congressional
Vern Buchanan,/candidate/66247/vern-buchanan,won,Republican,2008,congressional
Christine Jennings,/candidate/31020/christine-jennings,lost,Democratic,2008,congressional
Jan Schneider,/candidate/31281/jan-schneider,lost,No Party Affiliation,2008,congressional
Jeff George,/candidate/107770/jeff-george,lost,No Party Affiliation,2008,congressional
Connie Mack IV,/candidate/53996/connie-mack-iv,won,Republican,2008,congressional
Robert Neeld,/candidate/30998/robert-neeld,lost,Democratic,2008,congressional
Burt Saunders,/candidate/8099/burt-saunders,lost,No Party Affiliation,2008,congressional
Stephen Blythe,/candidate/107785/stephen-blythe,lost,Democratic,2008,congressional
Trevor Lowing,/candidate/107789/trevor-lowing,lost,No Party Affiliation,2008,congressional
Bill Posey,/candidate/24280/bill-posey,won,Republican,2008,congressional
Frank Zilaitis,/candidate/80224/frank-zilaitis,lost,No Party Affiliation,2008,congressional
Tim Mahoney,/candidate/68195/tim-mahoney,lost,Democratic,2008,congressional
Tom Rooney,/candidate/107800/tom-rooney,won,Republican,2008,congressional
"Kendrick Meek, Sr.",/candidate/8092/kendrick-meek-sr,won,Democratic,2008,congressional
Ileana Ros-Lehtinen,/candidate/26815/ileana-ros-lehtinen,won,Republican,2008,congressional
Annette Taddeo,/candidate/107808/annette-taddeo,lost,Democratic,2008,congressional
Ben Graber,/candidate/24248/ben-graber,lost,No Party Affiliation,2008,congressional
Edward Lynch,/candidate/107810/edward-lynch,lost,Republican,2008,congressional
Robert Wexler,/candidate/882/robert-wexler,won,Democratic,2008,congressional
Margaret Hostetter,/candidate/30911/margaret-hostetter,lost,No Party Affiliation,2008,congressional
Debbie Wasserman Schultz,/candidate/24301/debbie-wasserman-schultz,won,Democratic,2008,congressional
Lincoln Diaz-Balart,/candidate/26796/lincoln-diaz-balart,won,Republican,2008,congressional
Raul Martinez,/candidate/107822/raul-martinez,lost,Democratic,2008,congressional
Ron Klein,/candidate/24261/ron-klein,won,Democratic,2008,congressional
Allen West,/candidate/124348/allen-west,lost,Republican,2008,congressional
"Alcee Hastings, Sr.",/candidate/26798/alcee-hastings-sr,won,Democratic,2008,congressional
"Marion Thorpe, Jr.",/candidate/107839/marion-thorpe-jr,lost,Republican,2008,congressional
Gaurav Bhola,/candidate/107841/gaurav-bhola,lost,No Party Affiliation,2008,congressional
Tom Feeney,/candidate/12856/tom-feeney,lost,Republican,2008,congressional
Suzanne Kosmas,/candidate/12851/suzanne-kosmas,won,Democratic,2008,congressional
Mario Diaz-Balart,/candidate/24312/mario-diaz-balart,won,Republican,2008,congressional
Joe Garcia,/candidate/124355/joe-garcia,lost,Democratic,2008,congressional
Allen Buckley,/candidate/32098/allen-buckley,lost,Libertarian,2008,congressional
Saxby Chambliss,/candidate/22029/saxby-chambliss,won,Republican,2008,congressional
James Martin,/candidate/7928/james-martin,won,Democratic,2008,congressional
Bill Gillespie,/candidate/105098/bill-gillespie,lost,Democratic,2008,congressional
Jack Kingston,/candidate/26816/jack-kingston,won,Republican,2008,congressional
"Sanford Bishop, Jr.",/candidate/26817/sanford-bishop-jr,won,Democratic,2008,congressional
Lee Ferrell,/candidate/105099/lee-ferrell,lost,Republican,2008,congressional
Stephen Camp,/candidate/105100/stephen-camp,lost,Democratic,2008,congressional
Lynn Westmoreland,/candidate/8001/lynn-westmoreland,won,Republican,2008,congressional
"Hank Johnson, Jr.",/candidate/68070/hank-johnson-jr,won,Democratic,2008,congressional
John Lewis,/candidate/26820/john-lewis,won,Democratic,2008,congressional
Bill Jones,/candidate/105102/bill-jones,lost,Democratic,2008,congressional
Tom Price,/candidate/11853/tom-price,won,Republican,2008,congressional
Douglass Heckman,/candidate/105103/douglass-heckman,lost,Democratic,2008,congressional
John Linder,/candidate/26825/john-linder,won,Republican,2008,congressional
Rick Goddard,/candidate/105105/rick-goddard,lost,Republican,2008,congressional
Jim Marshall,/candidate/31916/jim-marshall,won,Democratic,2008,congressional
Nathan Deal,/candidate/26824/nathan-deal,won,Republican,2008,congressional
Jeff Scott,/candidate/105106/jeff-scott,lost,Democratic,2008,congressional
Paul Broun,/candidate/70001/paul-broun,won,Republican,2008,congressional
Bobby Saxon,/candidate/105107/bobby-saxon,lost,Democratic,2008,congressional
Bud Gammon,/candidate/105108/bud-gammon,lost,Democratic,2008,congressional
Phil Gingrey,/candidate/17644/phil-gingrey,won,Republican,2008,congressional
John Barrow,/candidate/31780/john-barrow,won,Democratic,2008,congressional
John Stone II,/candidate/105110/john-stone-ii,lost,Republican,2008,congressional
Deborah Honeycutt,/candidate/66356/deborah-honeycutt,lost,Republican,2008,congressional
David Scott,/candidate/7826/david-scott,won,Democratic,2008,congressional
Neil Abercrombie,/candidate/26827/neil-abercrombie,won,Democratic,2008,congressional
Steve Tataii,/candidate/14833/steve-tataii,lost,Republican,2008,congressional
Li Zhao,/candidate/17730/li-zhao,lost,Libertarian,2008,congressional
Roger Evans,/candidate/32256/roger-evans,lost,Republican,2008,congressional
Mazie Hirono,/candidate/1677/mazie-hirono,won,Democratic,2008,congressional
"Jeff Mallan, Jr.",/candidate/1189/jeff-mallan-jr,lost,Libertarian,2008,congressional
Shaun Stenshol,/candidate/54102/shaun-stenshol,lost,Independent,2008,congressional
Tom Harkin,/candidate/53294/tom-harkin,won,Democratic,2008,congressional
Christopher Reed,/candidate/103292/christopher-reed,lost,Republican,2008,congressional
Bruce Braley,/candidate/57382/bruce-braley,won,Democratic,2008,congressional
David Hartsuch,/candidate/57127/david-hartsuch,lost,Republican,2008,congressional
Wendy Barth,/candidate/68966/wendy-barth,lost,Green Party,2008,congressional
Dave Loebsack,/candidate/68964/dave-loebsack,won,Democratic,2008,congressional
Mariannette Miller-Meeks,/candidate/103294/mariannette-miller-meeks,lost,Republican,2008,congressional
Brian White,/candidate/109796/brian-white,lost,Nominated by Petition,2008,congressional
Leonard Boswell,/candidate/384/leonard-boswell,won,Democratic,2008,congressional
Frank Forrestal,/candidate/109797/frank-forrestal,lost,Socialist Workers Party,2008,congressional
Kim Schmett,/candidate/103296/kim-schmett,lost,Republican,2008,congressional
Becky Greenwald,/candidate/103297/becky-greenwald,lost,Democratic,2008,congressional
Tom Latham,/candidate/22175/tom-latham,won,Republican,2008,congressional
Rob Hubler,/candidate/103300/rob-hubler,lost,Democratic,2008,congressional
Steve King,/candidate/10853/steve-king,won,Republican,2008,congressional
Victor Vara,/candidate/110407/victor-vara,lost,Independent,2008,congressional
Larry LaRocco,/candidate/26829/larry-larocco,lost,Democratic,2008,congressional
Kent Marmon,/candidate/103814/kent-marmon,lost,Libertarian,2008,congressional
Pro-Life Pro-Life,/candidate/33099/pro-life-pro-life,lost,Independent,2008,congressional
Rex Rammell,/candidate/33041/rex-rammell,lost,Independent,2008,congressional
James Risch,/candidate/2919/james-risch,won,Republican,2008,congressional
Walt Minnick,/candidate/436/walt-minnick,won,Democratic,2008,congressional
William Sali,/candidate/2916/william-sali,lost,Republican,2008,congressional
Deborah Holmes,/candidate/103823/deborah-holmes,lost,Democratic,2008,congressional
Mike Simpson,/candidate/2917/mike-simpson,won,Republican,2008,congressional
Kathleen Cummings,/candidate/67119/kathleen-cummings,lost,Green,2008,congressional
Dick Durbin,/candidate/26847/dick-durbin,won,Democratic,2008,congressional
Chad Koppie,/candidate/18353/chad-koppie,lost,Constitution Party of Illinois,2008,congressional
Steve Sauerberg,/candidate/101960/steve-sauerberg,lost,Republican,2008,congressional
Larry Stafford,/candidate/108570/larry-stafford,lost,Libertarian,2008,congressional
Antoine Members,/candidate/101597/antoine-members,lost,Republican,2008,congressional
Bobby Rush,/candidate/26831/bobby-rush,won,Democratic,2008,congressional
